41525,cer_masterybadgecategory_mp_lethal,,,0,0,9,74042,10000,,11,41588|41590|41592|41594|41596|41598|41600|41587|48370,,,,,MP|LP_MP|HC,lethal,0
41466,cer_masterybadge_zm_t10_dm_p02_aeasy,t10_dm_p02_aeasy,26684,0,0,500|1500|3000,69426||,1000|2500|5000,,,,,,,,ZM,,0
41508,cer_masterybadge_zm_t10_dm_p03_sgeorge550,t10_dm_p03_sgeorge550,26685,0,0,500|1500|3000,69428||,1000|2500|5000,,,,,,,,ZM,,0
41510,cer_masterybadge_zm_t10_dm_p01_sroger25,t10_dm_p01_sroger25,17746,0,0,500|1500|3000,69430||,1000|2500|5000,,,,,,,,ZM,,0
41518,cer_masterybadge_zm_t10_dm_p09_svalor,t10_dm_p09_svalor,36378,0,0,500|1500|3000,69432||,1000|2500|5000,,,,,,,,ZM,,0
41540,cer_masterybadgecategory_zm_weapon_dmr,,,0,0,4,74049,10000,,5,41466|41508|41510|41518|50673,,,,,ZM,weapon_dmr,0
50673,cer_masterybadge_zm_t10_dm_p05_falove,t10_dm_p05_falove,26686,0,0,500|1500|3000,92931||,1000|2500|5000,,,,,,,,ZM,,0
41468,cer_masterybadge_zm_t10_lm_p01_aroger10,t10_lm_p01_aroger10,17762,0,0,500|1500|3000,69438||,1000|2500|5000,,,,,,,,ZM,,0
41484,cer_masterybadge_zm_t10_lm_p07_ksugar58,t10_lm_p07_ksugar58,17756,0,0,500|1500|3000,69440||,1000|2500|5000,,,,,,,,ZM,,0
41500,cer_masterybadge_zm_t10_lm_p02_puncle21,t10_lm_p02_puncle21,17745,0,0,500|1500|3000,69442||,1000|2500|5000,,,,,,,,ZM,,0
41542,cer_masterybadgecategory_zm_weapon_lmg,,,0,0,3,74048,10000,,3,41468|41484|41500|50677,,,,,ZM,weapon_lmg,0
50677,cer_masterybadge_zm_t10_lm_p33_uxray,t10_lm_p33_uxray,89417,0,0,500|1500|3000,92925||,1000|2500|5000,,,,,,,,ZM,,0
41472,cer_masterybadge_zm_t10_me_p16_bat,t10_me_p16_bat,54033,0,0,500|1500|3000,69444||,1000|2500|5000,,,,,,,,ZM,,0
41482,cer_masterybadge_zm_t10_me_p15_knife,t10_me_p15_knife,17750,0,0,500|1500|3000,65853||,1000|2500|5000,,,,,,,,ZM,,0
41543,cer_masterybadgecategory_zm_weapon_melee,,,0,0,2,74054,10000,,9,41472|41482|49696|50248|51063|51065|51067|51069|51071|51980,,,,,ZM,weapon_melee,0
49696,cer_masterybadge_zm_t10_me_p31_drill,t10_me_p31_drill,71684,0,0,500|1500|3000,91207||,1000|2500|5000,,,,,,,,ZM,,0
50248,cer_masterybadge_zm_t10_me_p30_cleaver,t10_me_p30_cleaver,71680,0,0,500|1500|3000,92111||,1000|2500|5000,,,,,,,,ZM,,0
51063,cer_masterybadge_zm_t10_me_p40_bostaff,t10_me_p40_bostaff,89437,0,0,500|1500|3000,94312||,1000|2500|5000,,,,,,,,ZM,,0
51065,cer_masterybadge_zm_t10_me_p37_katanas,t10_me_p37_katanas,89434,0,0,500|1500|3000,94313||,1000|2500|5000,,,,,,,,ZM,,0
51067,cer_masterybadge_zm_t10_me_p39_nunchaku,t10_me_p39_nunchaku,89436,0,0,500|1500|3000,94302||,1000|2500|5000,,,,,,,,ZM,,0
51069,cer_masterybadge_zm_t10_me_p38_sais,t10_me_p38_sais,89435,0,0,500|1500|3000,94304||,1000|2500|5000,,,,,,,,ZM,,0
51071,cer_masterybadge_zm_t10_me_p36_skateboard,t10_me_p36_skateboard,89433,0,0,500|1500|3000,94306||,1000|2500|5000,,,,,,,,ZM,,0
51980,cer_masterybadge_zm_t10_me_p48_keene,t10_me_p48_keene,93502,0,0,500|1500|3000,96042||,1000|2500|5000,,,,,,,,ZM,,0
41546,cer_masterybadgecategory_zm_weapon_smg,,,0,0,6,74047,10000,,2,41474|41480|41498|41504|41506|41512|49702|50675,,,,,ZM,weapon_smg,0
41474,cer_masterybadge_zm_t10_sm_p04_chuck9,t10_sm_p04_chuck9,36416,0,0,500|1500|3000,69458||,1000|2500|5000,,,,,,,,ZM,,0
41480,cer_masterybadge_zm_t10_sm_p02_geasy9,t10_sm_p02_geasy9,17743,0,0,500|1500|3000,69460||,1000|2500|5000,,,,,,,,ZM,,0
41498,cer_masterybadge_zm_t10_sm_p21_pparis90,t10_sm_p21_pparis90,36955,0,0,500|1500|3000,69462||,1000|2500|5000,,,,,,,,ZM,,0
41504,cer_masterybadge_zm_t10_sm_p12_roger31,t10_sm_p12_roger31,17770,0,0,500|1500|3000,69464||,1000|2500|5000,,,,,,,,ZM,,0
41506,cer_masterybadge_zm_t10_sm_p03_safox,t10_sm_p03_safox,17747,0,0,500|1500|3000,69466||,1000|2500|5000,,,,,,,,ZM,,0
41512,cer_masterybadge_zm_t10_sm_p06_sroger3,t10_sm_p06_sroger3,17772,0,0,500|1500|3000,69468||,1000|2500|5000,,,,,,,,ZM,,0
49702,cer_masterybadge_zm_t10_sm_p28_saug,t10_sm_p28_saug,70974,0,0,500|1500|3000,91203||,1000|2500|5000,,,,,,,,ZM,,0
50675,cer_masterybadge_zm_t10_sm_p41_perth,t10_sm_p41_perth,89735,0,0,500|1500|3000,92924||,1000|2500|5000,,,,,,,,ZM,,0
41547,cer_masterybadgecategory_zm_weapon_sniper,,,0,0,3,74051,10000,,4,41478|41488|41520|50246|51978,,,,,ZM,weapon_sniper,0
41478,cer_masterybadge_zm_t10_sn_p09_droger,t10_sn_p09_droger,17759,0,0,500|1500|3000,69470||,1000|2500|5000,,,,,,,,ZM,,0
41488,cer_masterybadge_zm_t10_sn_p24_love96,t10_sn_p24_love96,37767,0,0,500|1500|3000,69472||,1000|2500|5000,,,,,,,,ZM,,0
41520,cer_masterybadge_zm_t10_sn_p08_ultiger,t10_sn_p08_ultiger,17771,0,0,500|1500|3000,69474||,1000|2500|5000,,,,,,,,ZM,,0
50246,cer_masterybadge_zm_t10_sn_p26_mary82,t10_sn_p26_mary82,71045,0,0,500|1500|3000,92116||,1000|2500|5000,,,,,,,,ZM,,0
51978,cer_masterybadge_zm_t10_sn_p46_hugo,t10_sn_p46_hugo,93501,0,0,500|1500|3000,96040||,1000|2500|5000,,,,,,,,ZM,,0
41490,cer_masterybadge_zm_t10_pi_p14_mable,t10_pi_p14_mable,17761,0,0,500|1500|3000,69446||,1000|2500|5000,,,,,,,,ZM,,0
41496,cer_masterybadge_zm_t10_pi_p12_paris30,t10_pi_p12_paris30,17768,0,0,500|1500|3000,69448||,1000|2500|5000,,,,,,,,ZM,,0
41514,cer_masterybadge_zm_t10_pi_p14_stiger,t10_pi_p14_stiger,17755,0,0,500|1500|3000,69450||,1000|2500|5000,,,,,,,,ZM,,0
41524,cer_masterybadge_zm_t10_pi_p13_usugar9,t10_pi_p13_usugar9,17764,0,0,500|1500|3000,69452||,1000|2500|5000,,,,,,,,ZM,,0
41544,cer_masterybadgecategory_zm_weapon_pistol,,,0,0,4,74052,10000,,7,41490|41496|41514|41524,,,,,ZM,weapon_pistol,0
41545,cer_masterybadgecategory_zm_weapon_shotgun,,,0,0,2,74050,10000,,6,41492|41522|50250,,,,,ZM,weapon_shotgun,0
41492,cer_masterybadge_zm_t10_sh_p10_moslo500,t10_sh_p10_moslo500,17744,0,0,500|1500|3000,69454||,1000|2500|5000,,,,,,,,ZM,,0
41522,cer_masterybadge_zm_t10_sh_p25_uncle12,t10_sh_p25_uncle12,39146,0,0,500|1500|3000,69456||,1000|2500|5000,,,,,,,,ZM,,0
50250,cer_masterybadge_zm_t10_sh_p27_jhavana,t10_sh_p27_jhavana,71073,0,0,500|1500|3000,92110||,1000|2500|5000,,,,,,,,ZM,,0
41494,cer_masterybadge_zm_t10_la_p17_pable3,t10_la_p17_pable3,17757,0,0,500|1500|3000,69434||,1000|2500|5000,,,,,,,,ZM,,0
41516,cer_masterybadge_zm_t10_la_p18_stisaac,t10_la_p18_stisaac,29303,0,0,500|1500|3000,69436||,1000|2500|5000,,,,,,,,ZM,,0
41541,cer_masterybadgecategory_zm_weapon_projectile,,,0,0,2,74053,10000,,8,41494|41516|49700|51061|51982,,,,,ZM,weapon_projectile,0
49700,cer_masterybadge_zm_t10_sl_p29_goslo,t10_sl_p29_goslo,71271,0,0,500|1500|3000,91201||,1000|2500|5000,,,,,,,,ZM,,0
51061,cer_masterybadge_zm_t10_sl_p35_blauncher,t10_sl_p35_blauncher,89776,0,0,500|1500|3000,94303||,1000|2500|5000,,,,,,,,ZM,,0
51982,cer_masterybadge_zm_t10_sl_p44_napa,t10_sl_p44_napa,93503,0,0,500|1500|3000,96038||,1000|2500|5000,,,,,,,,ZM,,0
