0,weapon,none,0,,,0,0,0,
52103,attachment,jup_jp07_sm_uzulup_pgrip_aim_v2026,16002,jup,,0,48ADE390F6FF637,0,
52104,attachment,jup_jp07_sm_uzulup_pgrip_ass_v2026,16003,jup,,0,6A67CCDD49868DF3,0,
52105,attachment,jup_jp08_lm_qbravo95lsw_comp_ar_06_v150,16004,jup,SEASON_1_LAUNCH,0,678CB5DE475637B9,0,
52106,attachment,jup_jp08_lm_qbravo95lsw_grip_v150,16005,jup,SEASON_1_LAUNCH,0,1634C19758B4C3E3,0,
52107,attachment,jup_jp08_lm_qbravo95lsw_mag_30_58_v150,16006,jup,SEASON_1_LAUNCH,0,89B265C42C5F1E8,0,
52108,attachment,jup_jp08_lm_qbravo95lsw_modifier_v150,16007,jup,SEASON_1_LAUNCH,0,76DFDAE2B4398058,0,
52109,attachment,jup_jp08_lm_qbravo95lsw_other_v150,16008,jup,SEASON_1_LAUNCH,0,EB0AB16587F6F21,0,
52110,attachment,jup_jp08_lm_qbravo95lsw_rec_v150,16009,jup,SEASON_1_LAUNCH,0,6E291FC297078FA5,0,
52111,attachment,jup_jp08_lm_qbravo95lsw_reflex_v150,16010,jup,SEASON_1_LAUNCH,0,5FE0DA4266B8FBB9,0,
52112,attachment,jup_jp08_lm_qbravo95lsw_stock_reduc_v150,16011,jup,SEASON_1_LAUNCH,0,7C82ADEB38485DED,0,
52285,attachment,t10_selectburst_ar_coslo723,16056,cer,CER_SEASON_1_MID,0,6BAB59D75D97EE4E,0,
52367,attachment,jup_jp01_ar_golf36_amp_dbl_v111,16090,jup,SEASON_2_LAUNCH,0,5389D9D6DFFA47BA,0,
52368,attachment,jup_jp01_ar_golf36_bar_amp_dbar_v111,16091,jup,SEASON_2_LAUNCH,0,11E026FDEE2DC271,0,
52369,attachment,jup_jp01_ar_golf36_drum_amp_dbar_v111,16092,jup,SEASON_2_LAUNCH,0,96D15D9A5C9CCD2,0,
52370,attachment,jup_jp01_ar_golf36_grip_amp_dbar_v111,16093,jup,SEASON_2_LAUNCH,0,56C85D8608E6C7F2,0,
52371,attachment,jup_jp01_ar_golf36_modifier_v111,16094,jup,SEASON_2_LAUNCH,0,7190747199FFD4CE,0,
52372,attachment,jup_jp01_ar_golf36_pgrip_aim_v111,16095,jup,SEASON_2_LAUNCH,0,3F6A59CD51B3DC11,0,
52373,attachment,jup_jp01_ar_golf36_reflex_v111,16096,jup,SEASON_2_LAUNCH,0,287FBECC9F7A8CB3,0,
52374,attachment,jup_jp01_ar_golf36_stock_assault_v111,16097,jup,SEASON_2_LAUNCH,0,2346F4C50FDDC721,0,
52375,attachment,jup_jp02_sm_scharlie3_acog_v2094,16098,jup,SEASON_2_LAUNCH,0,7BD8B875EE7BA8CE,0,
52376,attachment,jup_jp02_sm_scharlie3_bar_amp_v2094,16099,jup,SEASON_2_LAUNCH,0,443FD37D138FC9B8,0,
52377,attachment,jup_jp02_sm_scharlie3_comp_sm_14_v2094,16100,jup,SEASON_2_LAUNCH,0,2D93EC5B99D8AA20,0,
52378,attachment,jup_jp02_sm_scharlie3_mag_30_9mm_v2094,16101,jup,SEASON_2_LAUNCH,0,40E5E3F81E08B6A5,0,
52379,attachment,jup_jp02_sm_scharlie3_modifier_v2094,16102,jup,SEASON_2_LAUNCH,0,5D45E966F54D7C59,0,
52380,attachment,jup_jp02_sm_scharlie3_pgrip_ass_v2094,16103,jup,SEASON_2_LAUNCH,0,771A3703A99E4B5A,0,
52381,attachment,jup_jp02_sm_scharlie3_receiver_v2094,16104,jup,SEASON_2_LAUNCH,0,603DB8BCA29BDEF1,0,
52382,attachment,jup_jp02_sm_scharlie3_stock_assault_v2094,16105,jup,SEASON_2_LAUNCH,0,65E2ED4A79079DEA,0,
52383,attachment,jup_jp02_sm_scharlie3_underbarrel_v2094,16106,jup,SEASON_2_LAUNCH,0,426C5FF2CE1E8FCA,0,
52384,attachment,jup_jp07_sm_uzulu_barsil_v2929,16107,jup,SEASON_2_LAUNCH,0,3EFB215690DA437E,0,
52385,attachment,jup_jp07_sm_uzulu_mag_40_9mm_v2929,16108,jup,SEASON_2_LAUNCH,0,2B7C81296D13B4DB,0,
52386,attachment,jup_jp07_sm_uzulu_minireflex_v2929,16109,jup,SEASON_2_LAUNCH,0,734412E5386EE030,0,
52387,attachment,jup_jp07_sm_uzulu_modifier_v2929,16110,jup,SEASON_2_LAUNCH,0,36CBCE8A96CE2E18,0,
52388,attachment,jup_jp07_sm_uzulu_pgrip_v2929,16111,jup,SEASON_2_LAUNCH,0,899821AFA30A529,0,
52389,attachment,jup_jp07_sm_uzulu_rec_v2929,16112,jup,SEASON_2_LAUNCH,0,64D107EA54A9F473,0,
52390,attachment,jup_jp07_sm_uzulu_stockno_v2929,16113,jup,SEASON_2_LAUNCH,0,23D65645FAC0395C,0,
52394,attachment,jup_jp10_sn_cdelta50_guard_v102,16114,jup,SEASON_2_LAUNCH,0,24FD5D8AF78974B7,0,
52395,attachment,jup_jp10_sn_cdelta50_mag_5_50b_v102,16115,jup,SEASON_2_LAUNCH,0,680D879803FB9A7F,0,
52396,attachment,jup_jp10_sn_cdelta50_modifier_v102,16116,jup,SEASON_2_LAUNCH,0,9EF81BDF7902B73,0,
52397,attachment,jup_jp10_sn_cdelta50_pgrip_aim_v102,16117,jup,SEASON_2_LAUNCH,0,40B783618AD35362,0,
52398,attachment,jup_jp10_sn_cdelta50_rec_v102,16118,jup,SEASON_2_LAUNCH,0,610D9C709509848A,0,
52401,attachment,jup_jp16_sh_recho870_bartube_long_v2509,16119,jup,SEASON_2_LAUNCH,0,6BBCF90F137BCF6D,0,
52402,attachment,jup_jp16_sh_recho870_bartube_short_v2048,16120,jup,SEASON_2_LAUNCH,0,4E2FB6EB1D9E4C81,0,
52403,attachment,jup_jp16_sh_recho870_choke_v2089,16121,jup,SEASON_2_LAUNCH,0,3AA22362C59F5A94,0,
52405,attachment,jup_jp16_sh_recho870_guard_v2048,16122,jup,SEASON_2_LAUNCH,0,242A7657EA59B102,0,
52406,attachment,jup_jp16_sh_recho870_guard_v2089,16123,jup,SEASON_2_LAUNCH,0,241CEF57EA4E4141,0,
52407,attachment,jup_jp16_sh_recho870_guard_v2509,16124,jup,SEASON_2_LAUNCH,0,4F87445802ECE3BA,0,
52408,attachment,jup_jp16_sh_recho870_laserads_v2048,16125,jup,SEASON_2_LAUNCH,0,21529A6CFBB30F70,0,
52409,attachment,jup_jp16_sh_recho870_magazine_v2048,16126,jup,SEASON_2_LAUNCH,0,70390246401CB48D,0,
52411,attachment,jup_jp16_sh_recho870_modifier_v2048,16127,jup,SEASON_2_LAUNCH,0,20CF4B01D43D88C6,0,
52412,attachment,jup_jp16_sh_recho870_modifier_v2089,16128,jup,SEASON_2_LAUNCH,0,20A65401D41A92FD,0,
52413,attachment,jup_jp16_sh_recho870_modifier_v2509,16129,jup,SEASON_2_LAUNCH,0,57ED101C4647D7E,0,
52414,attachment,jup_jp16_sh_recho870_pgrip_v2509,16130,jup,SEASON_2_LAUNCH,0,4C842CC30F39E47F,0,
52415,attachment,jup_jp16_sh_recho870_rec_v2048,16131,jup,SEASON_2_LAUNCH,0,3BB18D5AC9E93CFD,0,
52416,attachment,jup_jp16_sh_recho870_rec_v2089,16132,jup,SEASON_2_LAUNCH,0,3B89045AC9C7021E,0,
52417,attachment,jup_jp16_sh_recho870_rec_v2509,16133,jup,SEASON_2_LAUNCH,0,54C7075AD7DD1A2D,0,
52418,attachment,jup_jp16_sh_recho870_silencer_sh_01_v2509,16134,jup,SEASON_2_LAUNCH,0,415FC54C7E5F4B84,0,
52419,attachment,jup_jp16_sh_recho870_stock_tac_v2509,16135,jup,SEASON_2_LAUNCH,0,7BF0B9947CEF05BA,0,
52420,attachment,jup_jp16_sh_recho870_stockno_v2048,16136,jup,SEASON_2_LAUNCH,0,5355418EEDA82FA2,0,
52467,attachment,jup_selectburst_single,16155,jup,,0,90D41B9CF906A18,0,
52490,attachment,jup_jp02_ar_bromeo805_bar_heavy_short_v2054,16156,jup,SEASON_2_LAUNCH,0,95FA8E5F073C18A,0,
52491,attachment,jup_jp02_ar_bromeo805_mag_30_556n_v2054,16157,jup,SEASON_2_LAUNCH,0,185A667D3F28E4E4,0,
52492,attachment,jup_jp02_ar_bromeo805_modifier_v2054,16158,jup,SEASON_2_LAUNCH,0,579C5626892D6527,0,
52493,attachment,jup_jp02_ar_bromeo805_pgrip_ass_v2054,16159,jup,SEASON_2_LAUNCH,0,1AB87ADD8023C8DC,0,
52494,attachment,jup_jp02_ar_bromeo805_receiver_v2054,16160,jup,SEASON_2_LAUNCH,0,2C87DB0383721C7B,0,
52495,attachment,jup_jp02_ar_bromeo805_stock_tacheavy_v2054,16161,jup,SEASON_2_LAUNCH,0,3B65050668D503A,0,
52496,attachment,jup_jp04_sm_umike_00_v2054,16162,jup,SEASON_2_LAUNCH,0,629565F4338DEA57,0,
52497,attachment,jup_jp04_sm_umike_bar_heavy_v2054,16163,jup,SEASON_2_LAUNCH,0,7A53F6F8D7127D04,0,
52498,attachment,jup_jp04_sm_umike_grip_angled_v2054,16164,jup,SEASON_2_LAUNCH,0,3BACD570C4FAA071,0,
52499,attachment,jup_jp04_sm_umike_mag_15_45acp_v2054,16165,jup,SEASON_2_LAUNCH,0,4132EF90F5A04767,0,
52500,attachment,jup_jp04_sm_umike_modifier_v2054,16166,jup,SEASON_2_LAUNCH,0,17A5E22D3C81FEB6,0,
52501,attachment,jup_jp04_sm_umike_pgrip_v2054,16167,jup,SEASON_2_LAUNCH,0,653AFA96CCBBF845,0,
52502,attachment,jup_jp04_sm_umike_stockno_v2054,16168,jup,SEASON_2_LAUNCH,0,50715FA69DBF6664,0,
52503,attachment,jup_jp25_sm_talpham_bar_shorthvy_v2021,16169,jup,SEASON_2_LAUNCH,0,31F96A580979EBD5,0,
52504,attachment,jup_jp25_sm_talpham_mag_9p_v2021,16170,jup,SEASON_2_LAUNCH,0,FABC55A2E8402F9,0,
52505,attachment,jup_jp25_sm_talpham_modifier_v2021,16171,jup,SEASON_2_LAUNCH,0,3A8E67E5AF900035,0,
52506,attachment,jup_jp25_sm_talpham_pgrip_tac_v2021,16172,jup,SEASON_2_LAUNCH,0,7F74A247D0989A3F,0,
52507,attachment,jup_jp25_sm_talpham_rec_v2021,16173,jup,SEASON_2_LAUNCH,0,2381E0EE6B5A53B2,0,
52508,attachment,jup_jp25_sm_talpham_reflex_v2021,16174,jup,SEASON_2_LAUNCH,0,22C82ABB1724CD96,0,
52509,attachment,jup_jp25_sm_talpham_silencer_sm_04_v2021,16175,jup,SEASON_2_LAUNCH,0,334C07A887CCA01D,0,
52510,attachment,jup_jp25_sm_talpham_stock_v2021,16176,jup,SEASON_2_LAUNCH,0,54A7630EBFEC5342,0,
52511,attachment,jup_jp25_sm_talpham_underbarrel_v2021,16177,jup,SEASON_2_LAUNCH,0,22BCE1050935F616,0,
52598,attachment,t10_ammo_12g_db,16178,cer,,0,5B22EF60C62A607,0,
52788,attachment,jup_ub_saw_01,16179,jup,,0,46B20593F70BCD40,0,
52793,attachment,jup_jp05_ar_foxtrot2000_9mm_amp,16181,jup,SEASON_3_LAUNCH,0,25CDF032F27193AA,0,
52892,attachment,t10_ironsdefault_svalor,16183,cer,,0,4BDE4AD262326BBB,0,
52893,attachment,t10_lasers_strelok_dm_sgeorge,16184,cer,,0,2D710165E1DDDCFF,0,
52894,attachment,t10_muzzles_brake_sh_moslo500,16185,cer,,0,6F3F5DB0F5921AB5,0,
52895,attachment,t10_pgrip_pi_p14_mable,16186,cer,,0,60EC6C2CB3D6454D,0,
52897,attachment,t10_stock_sm_p12,16188,cer,,0,59D417AA092EFF06,0,
53036,attachment,jup_grip_angled_mpapa9,16189,jup,SEASON_3_LAUNCH,0,4AE88036CE2F6F28,0,
53037,attachment,jup_mpapa9_grip_vert,16190,jup,LAUNCH,0,264B237915C9462C,0,
53038,attachment,jup_silencer_sm_mpapa9,16191,jup,SEASON_3_LAUNCH,0,6A37FC5737A0551C,0,
53446,attachment,jup_jp16_sh_recho870_bartube_hvylong_v2089,16192,jup,SEASON_2_LAUNCH,0,1888B218880477DF,0,
53447,attachment,jup_jp16_sh_recho870_laserads_v2089,16193,jup,SEASON_2_LAUNCH,0,2145236CFBA7BADF,0,
53448,attachment,jup_jp16_sh_recho870_stock_v2089,16194,jup,SEASON_2_LAUNCH,0,75EBD4EBC04346D6,0,
53449,attachment,jup_jp16_sh_recho870_tube_10_12g_v2089,16195,jup,SEASON_2_LAUNCH,0,17B9B17CEBBC2905,0,
53499,attachment,jup_p38_dm_crossbow_armshvy_v2028,16197,jup,SEASON_2_LAUNCH,0,7E1B9C55661D2887,0,
53500,attachment,jup_p38_dm_crossbow_defaultforegrip_v2028,16198,jup,SEASON_2_LAUNCH,0,718CCB1DD9F10450,0,
53501,attachment,jup_p38_dm_crossbow_laserads_v2028,16199,jup,SEASON_2_LAUNCH,0,35F975EB18F47DE8,0,
53502,attachment,jup_p38_dm_crossbow_magstn_v2028,16200,jup,SEASON_2_LAUNCH,0,68A879CA22153059,0,
53503,attachment,jup_p38_dm_crossbow_rec_v2028,16201,jup,SEASON_2_LAUNCH,0,34EF37E2B76348DD,0,
53504,attachment,jup_p38_dm_crossbow_stocktac_v2028,16202,jup,SEASON_2_LAUNCH,0,4A772ADF22BEF569,0,
53505,attachment,jup_p38_dm_crossbow_wirehvy_v2028,16203,jup,SEASON_2_LAUNCH,0,611B866506ED1FD9,0,
53572,attachment,jup_equip_deployable_cover_rec_v2083,16204,jup,,0,3788F2E725E28FE2,0,
53601,attachment,jup_jp13_dm_svictork_laser_boxads_v103,16207,jup,LAUNCH,0,3731672C0165B168,0,
53602,attachment,jup_jp13_dm_svictork_scope_hybrid_v103,16208,jup,LAUNCH,0,70FAE0DDF6B3AB16,0,
53606,attachment,jup_equip_frag_rec_v2061,16210,jup,,0,5209FD98C5210AF1,0,
53612,attachment,jup_equip_shock_rec_v2083,16211,jup,,0,4CB4850364E1F4B,0,
53614,attachment,equip_ammo_box_rec,16212,iw9,,0,68FF02881CA98F83,0,
53615,attachment,jup_equip_ammo_box_rec_v2925,16213,jup,,0,7B4726486940C726,0,
53640,attachment,jup_jp16_sh_recho870_bolt_v2509,16214,jup,SEASON_2_LAUNCH,0,4CA5AC5364B168AC,0,
53792,attachment,jup_equip_rec_thermite_v2083,16215,jup,,0,23D4E4900D9A3F35,0,
53793,attachment,jup_equip_thermite_rec,16216,jup,,0,DEB626EAF70A08D,0,
53837,attachment,jup_grip_vert04_uzulu_v102,16217,jup,SEASON_1_LAUNCH,0,6DB0A07512F43DFD,0,
53843,attachment,jup_jp02_dm_bromeop_acog_v2009,16218,jup,SEASON_2_LAUNCH,0,642244982C35AC07,0,
53844,attachment,jup_jp02_dm_bromeop_bar_precision_v2009,16219,jup,SEASON_2_LAUNCH,0,447DD162A64C4509,0,
53845,attachment,jup_jp02_dm_bromeop_mag_20_762n_v2009,16220,jup,SEASON_2_LAUNCH,0,52E8451B4A1E6F39,0,
53846,attachment,jup_jp02_dm_bromeop_modifier_v2009,16221,jup,SEASON_2_LAUNCH,0,6E9EC000A73F3B60,0,
53847,attachment,jup_jp02_dm_bromeop_pgrip_aim_v2009,16222,jup,SEASON_2_LAUNCH,0,7A84C1A566B40491,0,
53848,attachment,jup_jp02_dm_bromeop_rec_v2009,16223,jup,SEASON_2_LAUNCH,0,3A880D3006C811A1,0,
53849,attachment,jup_jp02_dm_bromeop_silencer_dm_06_v2009,16224,jup,SEASON_2_LAUNCH,0,6E0DA67CAE146E53,0,
53850,attachment,jup_jp02_dm_bromeop_stock_heavyskel_v2009,16225,jup,SEASON_2_LAUNCH,0,748F5CE6E888163E,0,
53851,attachment,jup_jp02_dm_bromeop_underbarrel_v2009,16226,jup,SEASON_2_LAUNCH,0,73E5E8CEA63A0C21,0,
53852,attachment,jup_jp03_br_aromeo200_acog_v2036,16227,jup,SEASON_2_LAUNCH,0,37B51C05BE0615F2,0,
53853,attachment,jup_jp03_br_aromeo200_bar_long_v2036,16228,jup,SEASON_2_LAUNCH,0,18FE31FF75D3E194,0,
53854,attachment,jup_jp03_br_aromeo200_flash_br_01_v2036,16229,jup,SEASON_2_LAUNCH,0,6B51115BA5326A67,0,
53855,attachment,jup_jp03_br_aromeo200_mag_20_762n_v2036,16230,jup,SEASON_2_LAUNCH,0,7A3430926A72B03E,0,
53856,attachment,jup_jp03_br_aromeo200_modifier_v2036,16231,jup,SEASON_2_LAUNCH,0,39B66D018FC4E489,0,
53857,attachment,jup_jp03_br_aromeo200_pgrip_ass_v2036,16232,jup,SEASON_2_LAUNCH,0,1C907BD6DC1DC66E,0,
53858,attachment,jup_jp03_br_aromeo200_rec_v2036,16233,jup,SEASON_2_LAUNCH,0,75B0000D0C6217CA,0,
53859,attachment,jup_jp03_br_aromeo200_stock_sn_v2036,16234,jup,SEASON_2_LAUNCH,0,1A89702990513C66,0,
53860,attachment,jup_jp13_dm_svictork_acog_v2085,16235,jup,SEASON_2_LAUNCH,0,42DA551EDD25D264,0,
53861,attachment,jup_jp13_dm_svictork_bar_long_v2085,16236,jup,SEASON_2_LAUNCH,0,7D16C2011E8B0316,0,
53862,attachment,jup_jp13_dm_svictork_mag_10_762r_v2085,16237,jup,SEASON_2_LAUNCH,0,377CA810D0F685BD,0,
53863,attachment,jup_jp13_dm_svictork_modifier_v2085,16238,jup,SEASON_2_LAUNCH,0,763766449DB287DB,0,
53864,attachment,jup_jp13_dm_svictork_pgrip_ass2_v2085,16239,jup,SEASON_2_LAUNCH,0,1DF432EBF325A02,0,
53865,attachment,jup_jp13_dm_svictork_rec_v2085,16240,jup,SEASON_2_LAUNCH,0,2D3F209A8D0535EC,0,
53866,attachment,jup_jp13_dm_svictork_stock_tac_v2085,16241,jup,SEASON_2_LAUNCH,0,F52558298C3D5DF,0,
53867,attachment,jup_jp23_me_swhiskey_rec_v2048,16242,jup,SEASON_2_LAUNCH,0,693980D75578236D,0,
53868,attachment,jup_jp36_ar_anov94_bar_heavy_v2085,16243,jup,SEASON_2_LAUNCH,0,79233AF94B287EC6,0,
53869,attachment,jup_jp36_ar_anov94_mag_30_545_v2085,16244,jup,SEASON_2_LAUNCH,0,4EAA456D5E626E81,0,
53870,attachment,jup_jp36_ar_anov94_minireflex_v2085,16245,jup,SEASON_2_LAUNCH,0,5A0A50AC10572F98,0,
53871,attachment,jup_jp36_ar_anov94_modifier_v2085,16246,jup,SEASON_2_LAUNCH,0,3FFCA1C3B4E8D40,0,
53872,attachment,jup_jp36_ar_anov94_pgrip_v2085,16247,jup,SEASON_2_LAUNCH,0,14B9A23C9F0334EB,0,
53873,attachment,jup_jp36_ar_anov94_rec_v2085,16248,jup,SEASON_2_LAUNCH,0,519A45C754161D89,0,
53874,attachment,jup_jp36_ar_anov94_silencer_ar_05_v2085,16249,jup,SEASON_2_LAUNCH,0,1337E0C6958CEFE2,0,
53875,attachment,jup_jp36_ar_anov94_stock_heavy_v2085,16250,jup,SEASON_2_LAUNCH,0,4A2B98E40AEA91AD,0,
53878,attachment,jup_jp10_sn_cdelta50_bar_v102,16251,jup,SEASON_2_LAUNCH,0,737E898ED152793F,0,
53879,attachment,jup_jp10_sn_cdelta50_bolt_heavy_v102,16252,jup,SEASON_2_LAUNCH,0,115130DE3B7D1C1,0,
53880,attachment,jup_jp10_sn_cdelta50_scope_v102,16253,jup,SEASON_2_LAUNCH,0,23D708CCBA27E0F4,0,
53881,attachment,jup_jp10_sn_cdelta50_stock_v102,16254,jup,SEASON_2_LAUNCH,0,7542255CA130FC7A,0,
53882,attachment,jup_jp20_lm_evictor_underbarrel_v202,16255,jup,SEASON_2_LAUNCH,0,59C2DB724F132F80,0,
53900,attachment,jup_jp01_ar_golf36_stockno_v102,16256,jup,LAUNCH,0,189CAD148F031950,0,
53901,attachment,jup_jp01_ar_golf36_stockno_v106,16257,jup,LAUNCH,0,189CB1148F03201C,0,
53905,attachment,jup_jp12_pi_mike93_minireflex_tall_v105,16258,jup,LAUNCH,0,139FDB3CEFD9DD20,0,
53910,attachment,jup_jp23_me_swhiskey_rec_v2003,16259,jup,SEASON_2_LAUNCH,0,692BFDD7556CBA78,0,
53914,attachment,jup_reflex_proj,16260,jup,LAUNCH,0,4D386E42214D6AD1,0,
53919,attachment,jup_jp19_ar_acharlie_bar_long_v3013,16261,jup,SEASON_2_LAUNCH,0,74334FCB7B946036,0,
53920,attachment,jup_jp19_ar_acharlie_comp_ar_07_v3013,16262,jup,SEASON_2_LAUNCH,0,725CE61CF3B29523,0,
53921,attachment,jup_jp19_ar_acharlie_drum_60_556n_v3013,16263,jup,LAUNCH,0,6957BF7531C682E4,0,
53922,attachment,jup_jp19_ar_acharlie_modifier_v3013,16264,jup,SEASON_2_LAUNCH,0,74BD80BC0A1D97E3,0,
53923,attachment,jup_jp19_ar_acharlie_pgrip_v3013,16265,jup,SEASON_2_LAUNCH,0,1390699C167AB04A,0,
53924,attachment,jup_jp19_ar_acharlie_rec_v3013,16266,jup,SEASON_2_LAUNCH,0,2749C4B4C876B2DC,0,
53925,attachment,jup_jp19_ar_acharlie_reflex_v3013,16267,jup,SEASON_2_LAUNCH,0,2368EDD80D9B36DC,0,
53926,attachment,jup_jp19_ar_acharlie_stock_tacheavy_v3013,16268,jup,SEASON_2_LAUNCH,0,14928AB991DDAE26,0,
53970,attachment,t10_firemod_springs_ar_coslo723,16272,cer,,0,430CF395020DBE65,0,
53971,attachment,t10_firemod_boltcarrier_ar_coslo723,16273,cer,,0,49420E28EA8CCFB6,0,
53975,attachment,jup_iron_cdelta50,16275,jup,,0,5B8B9BD1A3BA066,0,
53983,attachment,t10_stocks_bufferweight_ar_coslo,16277,cer,,0,741E32774527DC94,0,
54018,attachment,jup_reflex04_tall_uzulu_v102,16290,jup,,0,FA3D89B9B5FA453,0,
54019,attachment,jup_ammo_86b,16291,jup,,0,6A7347744996C12A,0,
54020,attachment,jup_boscar_irons_amp,16292,jup,BETA,0,BCA4ED6BCBF49B4,0,
54021,attachment,jup_jp36_sn_boscar_mag_20_762s,16293,jup,,0,53B8124153FB1B69,0,
54036,attachment,jup_iw9_me_sword01_rec_v2044,16296,jup,,0,5AB9587581C1C4A2,0,
54037,attachment,jup_iw9_me_tonfa_rec_v2045,16297,jup,,0,23DD152048A3D04B,0,
54041,attachment,jup_barbip_halpha,16298,jup,,0,702EB61B6BBD66B4,0,
54042,attachment,jup_cp05_lm_halpha_bar_bipod_v101,16299,jup,LAUNCH,0,32AB5D82D87CA7DC,0,
54091,attachment,jup_saw_melee_1sk,16346,jup,,0,5276309F436D4B05,0,
54092,attachment,jup_cp01_sh_aromeo410_aromeo410_rec_v2040,16347,jup,SEASON_2_LAUNCH,0,6A52599F6C946A11,0,
54093,attachment,jup_cp01_sh_aromeo410_bar_long_v2083,16348,jup,SEASON_2_LAUNCH,0,63B25C4D712F6817,0,
54094,attachment,jup_cp01_sh_aromeo410_bar_shorthvy_v2040,16349,jup,SEASON_2_LAUNCH,0,29013D926C5ABB13,0,
54095,attachment,jup_cp01_sh_aromeo410_mag_10_410g_v2083,16350,jup,SEASON_2_LAUNCH,0,24E759899DBBAC3D,0,
54096,attachment,jup_cp01_sh_aromeo410_mag_16_410g_v2040,16351,jup,SEASON_2_LAUNCH,0,6FE6B4BFA16CCDEA,0,
54097,attachment,jup_cp01_sh_aromeo410_modifier_v2040,16352,jup,SEASON_2_LAUNCH,0,F09D570EB774313,0,
54098,attachment,jup_cp01_sh_aromeo410_pgrip_tac_v2040,16353,jup,SEASON_2_LAUNCH,0,3405312AF6E4DC4F,0,
54099,attachment,jup_cp01_sh_aromeo410_stock_taclight_v2040,16354,jup,SEASON_2_LAUNCH,0,5DA17918D72CCC55,0,
54100,attachment,jup_jp01_ar_golf36_acog_v2056,16355,jup,SEASON_2_LAUNCH,0,466A802C56099107,0,
54101,attachment,jup_jp01_ar_golf36_bar_v2056,16356,jup,SEASON_2_LAUNCH,0,21BC36F3345EAC46,0,
54102,attachment,jup_jp01_ar_golf36_grip_angshort_v2056,16357,jup,SEASON_2_LAUNCH,0,7C4DC3B38556F760,0,
54103,attachment,jup_jp01_ar_golf36_laserads_v2056,16358,jup,SEASON_2_LAUNCH,0,729465C0828C91FA,0,
54104,attachment,jup_jp01_ar_golf36_mag_30_556n_v2056,16359,jup,SEASON_2_LAUNCH,0,16FEE71DE22B64CD,0,
54105,attachment,jup_jp01_ar_golf36_modifier_v2056,16360,jup,SEASON_2_LAUNCH,0,7990DE22E51EC1EC,0,
54106,attachment,jup_jp01_ar_golf36_pgrip_v2056,16361,jup,SEASON_2_LAUNCH,0,1280187D2BE37AC3,0,
54107,attachment,jup_jp01_ar_golf36_receiver_v2056,16362,jup,SEASON_2_LAUNCH,0,7031F9C6B2DE831C,0,
54108,attachment,jup_jp01_ar_golf36_stock_tac_v2056,16363,jup,SEASON_2_LAUNCH,0,6E5F946B3622B746,0,
54109,attachment,jup_jp04_sm_umike_00_v108,16364,jup,SEASON_2_LAUNCH,0,60CCDF780245FD6F,0,
54110,attachment,jup_jp04_sm_umike_bar_v108,16365,jup,SEASON_2_LAUNCH,0,ED41144D84C0F0A,0,
54111,attachment,jup_jp04_sm_umike_comp_sm07_v108,16366,jup,SEASON_2_LAUNCH,0,260DF7C7D8822ECA,0,
54112,attachment,jup_jp04_sm_umike_mag_25_45acp_v108,16367,jup,SEASON_2_LAUNCH,0,645C8BD3DE81CE56,0,
54113,attachment,jup_jp04_sm_umike_minireflex_v108,16368,jup,SEASON_2_LAUNCH,0,57603A8F6DA51594,0,
54114,attachment,jup_jp04_sm_umike_pgrip_v108,16369,jup,SEASON_2_LAUNCH,0,44C86268928F6635,0,
54115,attachment,jup_jp04_sm_umike_stock_folding_v108,16370,jup,SEASON_2_LAUNCH,0,6129C382CA9DC071,0,
54116,attachment,jup_jp04_sm_umike_underbarrel_v108,16371,jup,SEASON_2_LAUNCH,0,6F0D1B0CA081FA2B,0,
54117,attachment,jup_jp14_pi_rsierra12_cylinder_5_12_v2019,16372,jup,SEASON_2_LAUNCH,0,6549382BCFF41DF0,0,
54118,attachment,jup_jp14_pi_rsierra12_cylinder_v2019,16373,jup,SEASON_2_LAUNCH,0,BC2B709608BFE9C,0,
54119,attachment,jup_jp14_pi_rsierra12_laserflash_v2019,16374,jup,SEASON_2_LAUNCH,0,6A80775B2CCF8F09,0,
54120,attachment,jup_jp20_lm_evictor_acog_v2017,16375,jup,SEASON_2_LAUNCH,0,723B7AC320BECCAC,0,
54121,attachment,jup_jp20_lm_evictor_bar_heavy_v2017,16376,jup,SEASON_2_LAUNCH,0,5880D187368FB411,0,
54122,attachment,jup_jp20_lm_evictor_belt_100_556n_v2017,16377,jup,SEASON_2_LAUNCH,0,1813C7847A0CCA34,0,
54123,attachment,jup_jp20_lm_evictor_modifier_v2017,16378,jup,SEASON_2_LAUNCH,0,984C8630646AE87,0,
54124,attachment,jup_jp20_lm_evictor_pgrip_v2017,16379,jup,SEASON_2_LAUNCH,0,2C970950942BD0E0,0,
54125,attachment,jup_jp20_lm_evictor_rec_v2017,16380,jup,SEASON_2_LAUNCH,0,358A0365FF4F2E2,0,
54126,attachment,jup_jp20_lm_evictor_silencer_br_02_v2017,16381,jup,SEASON_2_LAUNCH,0,6F78E80F9A3679CD,0,
54127,attachment,jup_jp20_lm_evictor_stock_weighted_v2017,16382,jup,SEASON_2_LAUNCH,0,339092C26622C4C0,0,
54128,attachment,jup_jp25_ar_talpha95_bar_hvy_v2068,16383,jup,SEASON_2_LAUNCH,0,7FC0781DDF0822C0,0,
54129,attachment,jup_jp25_ar_talpha95_mag_30_556n_v2068,16384,jup,SEASON_2_LAUNCH,0,49ABB251B001675D,0,
