0,truckWarB,,armorBundle,,,,gasMask,,,,tomaStrike,,,,precisionAirstrike,,,,uavStreak,,,,scramblerDrone,,,,ammoDrop,,,,reviveToken,,,,teamReviver,,,,armorDrop,,,,supplyDrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,truckWar,,vehicleRefillTrophy,,,,vehicleRepair,,,,vehicleReplace,,,,armorBundle,,,,gasMask,,,,tomaStrike,,,,precisionAirstrike,,,,uavStreak,,,,scramblerDrone,,,,ammoDrop,,,,reviveToken,,,,teamReviver,,,,armorDrop,,,,supplyDrop,,,,vehicleUpgradeArmor,,,,vehicleUpgradeTrophy,,,,vehicleUpgradeUAV,,,,vehicleUpgradeBarrel,,,,vehicleUpgradeBarrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,core,,armor,100,,,armor_plate_instant,,,,assaultDrone,300,,,uavStreak,400,,,airdrop,400,,,scramblerDrone,500,,,clusterSpike,750,,,precisionAirstrike,800,,,cruisePredator,800,,,airdropMultiple,800,,,fuelAirstrike,1000,,,pacSentry,1000,,,directionalUAV,1250,,,hoverJet,1500,,,autoDrone,1500,,,chopperGunner,2250,,,gunshipStreak,2500,,,juggStreak,2750,,,cranked,300,,,specialty_strategist,,,,specialty_surveillance,,,specialty_guerrilla,,,specialty_tune_up,,,specialty_restock,,,specialty_hustle,,,specialty_tactical_recon,,,specialty_tac_resist,,,specialty_heavy_metal,,,specialty_scavenger_plus,,,specialty_extra_shrapnel,,,specialty_covert_ops,,,specialty_eod,,,specialty_huntmaster,,,specialty_warhead,,,specialty_quick_fix,,,specialty_hardline,,,specialty_third_person,,,specialty_extra_shrapnel,,,specialty_covert_ops,,,super_tac_cover,,,super_recon_drone,,,super_ammo_drop,,,super_trophy,,,super_deadsilence,,,super_tac_insert,,,super_tac_camera,,,super_suppression_rounds,,,super_sonar_pulse,,,super_emp_pulse,,,super_battlerage,,,super_stimpistol,,,super_sound_veil,,,super_blastshield_drop,,,super_weapon_drop,,,super_armor_drop,,,,0
44,cerb_br_s3,,teamReviver,400,,,brloot_armor_plate,30,,,tomaStrike,300,,,precisionAirstrike,500,,,uavStreak,600,,,super_ammo_drop,400,,,super_armor_drop,400,,,brloot_equip_gasmask,300,,,brloot_self_revive,400,,,supplyDropBR,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
45,cerb_br_s3_no_loadout,,teamReviver,400,,,brloot_armor_plate,50,,,tomaStrike,300,,,brloot_equip_gasmask,300,,,precisionAirstrike,350,,,uavStreak,400,,,brloot_self_revive,450,,,super_ammo_drop,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
46,br_shopInventory_13,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47,br_shopInventory_14,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
48,br_shopInventory_15,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
49,br_shopInventory_16,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
50,br_shopInventory_17,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
51,br_shopInventory_18,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
52,br_shopInventory_19,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
53,br_shopInventory_20,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
54,br_shopInventory_21,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
55,br_shopInventory_22,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
56,br_shopInventory_23,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
57,br_shopInventory_24,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
58,br_shopInventory_25,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
59,br_shopInventory_chocolate,,teamReviver,30,,,brloot_armor_plate,30,,,brloot_equip_gasmask,300,,,super_armor_drop,200,,,super_ammo_drop,200,,,uavStreak,400,,,super_pop_candy,150,,,supplyDropBR,1000,,,brloot_killstreak_false_flag,500,2,,tomaStrike,100,2,,precisionAirstrike,150,2,,brloot_self_revive,100,2,,super_redeploy_drone_beacon,75,3,,brloot_killstreak_airdrop,75,2,,brloot_killstreak_napalm_strike,100,2,,brloot_super_heartbeatsensor,100,2,,wz_item_perk_specialist,750,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
60,br_shopInventory_27,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61,br_shopInventory_28,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
62,br_shopInventory_29,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
63,br_shopInventory_30,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
64,br_shopInventory_31,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65,br_shopInventory_32,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
66,br_shopInventory_33,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
67,br_shopInventory_34,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68,br_shopInventory_35,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
69,br_shopInventory_36,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70,br_shopInventory_37,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,br_shopInventory_38,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,br_shopInventory_39,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,br_shopInventory_40,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,br_shopInventory_41,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,br_shopInventory_42,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
76,br_shopInventory_43,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
77,br_shopInventory_44,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
78,br_shopInventory_45,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
79,br_shopInventory_46,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
80,br_shopInventory_47,,teamReviver,300,,,brloot_armor_plate,50,,,brloot_equip_gasmask,200,,,super_armor_drop,250,,,super_ammo_drop,250,,,uavStreak,600,,,tomaStrike,400,,,precisionAirstrike,600,,,supplyDropBR,2000,,,scramblerDrone,300,2,,brloot_offhand_frag,10,2,,brloot_self_revive,400,2,,brloot_equip_gasmask_durable,350,2,,br_sv_exfil,,,,specialty_specialist_wz,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
