jup_cp01_pgrip_ass,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_pgrip_ass,0
jup_cp01_pgrip_ass,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_pgrip_ass,0
jup_cp01_pgrip_ass,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_pgrip_ass,0
jup_cp01_pgrip_skelass,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_pgrip_skelass,0
jup_cp01_pgrip_skelass,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_pgrip_skelass,0
jup_cp01_pgrip_skelass,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_pgrip_skelass,0
jup_cp01_pgrip_skelsnp,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_pgrip_skelsnp,0
jup_cp01_pgrip_skelsnp,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_pgrip_skelsnp,0
jup_cp01_pgrip_skelsnp,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_pgrip_aim,0
jup_cp01_pgrip_tac,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_pgrip_tac,0
jup_cp01_pgrip_tac,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_pgrip_tac,0
jup_cp01_pgrip_tac,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_pgrip_tac,0
jup_cp01_sm_coscar635_stock_hmr_amp,jup_jp02_ar_bromeo805,jup_bromeo_stock_hmr_amp,0
jup_cp01_sm_coscar635_stock_hmr_amp,jup_jp02_br_bromeo2,jup_bromeo_stock_hmr_amp,0
jup_cp01_sm_coscar635_stock_hmr_amp,jup_jp02_dm_bromeop,jup_bromeo_stock_hmr_amp,0
jup_cp01_sm_coscar635_stock_hmr_amp,jup_jp19_ar_acharlie,jup_acharlie_stock_hmr_amp,0
jup_cp01_sm_coscar635_stock_hmr_amp,jup_jp19_br_acharlie450,jup_acharlie_stock_hmr_amp,0
jup_cp01_sm_coscar635_stock_hmr_amp,jup_jp19_dm_acharlied,jup_acharlie_stock_hmr_amp,0
jup_cp01_stock,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stock,0
jup_cp01_stock,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock,0
jup_cp01_stock,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_stock,0
jup_cp01_stock_aim,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_stock_aim,0
jup_cp01_stock_ass,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_stock_ass,0
jup_cp01_stock_assault,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stock_assault,0
jup_cp01_stock_assault,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock_assault,0
jup_cp01_stock_carbine,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stock_carbine,0
jup_cp01_stock_carbine,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock_carbine,0
jup_cp01_stock_hvycarbine,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stock_hvycarbine,0
jup_cp01_stock_hvycarbine,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock_hvycarbine,0
jup_cp01_stock_precision,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock_precision,0
jup_cp01_stock_taclight,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stock_taclight,0
jup_cp01_stock_taclight,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock_taclight,0
jup_cp01_stock_ultlight,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stock_ultlight,0
jup_cp01_stock_ultlight,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock_ultlight,0
jup_cp01_stock_ultlight2,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stock_ultlight2,0
jup_cp01_stock_ultlight2,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stock_ultlight2,0
jup_cp01_stockno,jup_cp01_sh_aromeo410,jup_cp01_sh_aromeo410_stockno,0
jup_cp01_stockno,jup_cp01_sm_coscar635,jup_cp01_sm_coscar635_stockno,0
jup_cp01_stockno,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_stockno,0
jup_cp01_stockr,jup_cp01_sm_pcharlie9,jup_cp01_sm_pcharlie9_stockr,0
jup_cp05_bar,jup_cp05_lm_halpha,jup_cp05_lm_halpha_bar,0
jup_cp05_bar_light,jup_cp05_lm_halpha,jup_cp05_lm_halpha_bar_light,0
jup_cp05_bar_long,jup_cp05_lm_halpha,jup_cp05_lm_halpha_bar_long,0
jup_cp05_bar_short,jup_cp05_lm_halpha,jup_cp05_lm_halpha_bar_short,0
jup_cp05_drum_150_762n,jup_cp05_lm_halpha,jup_cp05_lm_halpha_drum_150_762n,0
jup_cp05_drum_75_762n,jup_cp05_lm_halpha,jup_cp05_lm_halpha_drum_75_762n,0
jup_cp05_mag_45_762n,jup_cp05_lm_halpha,jup_cp05_lm_halpha_mag_45_762n,0
jup_cp05_pgrip,jup_cp05_lm_halpha,jup_cp05_lm_halpha_pgrip,0
jup_cp05_pgrip_aim,jup_cp05_lm_halpha,jup_cp05_lm_halpha_pgrip_aim,0
jup_cp05_pgrip_ass,jup_cp05_lm_halpha,jup_cp05_lm_halpha_pgrip_ass,0
jup_cp05_pgrip_snp,jup_cp05_lm_halpha,jup_cp05_lm_halpha_pgrip_snp,0
jup_cp05_pgrip_tac,jup_cp05_lm_halpha,jup_cp05_lm_halpha_pgrip_tac,0
jup_cp05_stock,jup_cp05_lm_halpha,jup_cp05_lm_halpha_stock,0
jup_cp05_stock_ass,jup_cp05_lm_halpha,jup_cp05_lm_halpha_stock_ass,0
jup_cp05_stock_hvy,jup_cp05_lm_halpha,jup_cp05_lm_halpha_stock_hvy,0
jup_cp05_stock_lgt,jup_cp05_lm_halpha,jup_cp05_lm_halpha_stock_lgt,0
jup_cp05_stock_tac,jup_cp05_lm_halpha,jup_cp05_lm_halpha_stock_tac,0
jup_cp06_bar,jup_cp06_ar_falpha,jup_cp06_ar_falpha_bar,0
jup_cp06_blong,jup_cp06_ar_falpha,jup_cp06_ar_falpha_blong,0
jup_cp06_bshort,jup_cp06_ar_falpha,jup_cp06_ar_falpha_bshort,0
jup_cp06_bshort2,jup_cp06_ar_falpha,jup_cp06_ar_falpha_bshort2,0
jup_cp06_comb,jup_cp06_ar_falpha,jup_cp06_ar_falpha_comb,0
jup_cp06_comb_ergo,jup_cp06_ar_falpha,jup_cp06_ar_falpha_comb_ergo,0
jup_cp06_comb_heavy,jup_cp06_ar_falpha,jup_cp06_ar_falpha_comb_heavy,0
jup_cp06_comb_tactical,jup_cp06_ar_falpha,jup_cp06_ar_falpha_comb_tactical,0
jup_cp06_mag,jup_cp06_ar_falpha,jup_cp06_ar_falpha_mag,0
jup_cp06_mag_large,jup_cp06_ar_falpha,jup_cp06_ar_falpha_mag_large,0
jup_cp06_mag_xlarge,jup_cp06_ar_falpha,jup_cp06_ar_falpha_mag_xlarge,0
jup_cp06_pgrip,jup_cp06_ar_falpha,jup_cp06_ar_falpha_pgrip,0
jup_cp06_pgrip_aim,jup_cp06_ar_falpha,jup_cp06_ar_falpha_pgrip_aim,0
jup_cp06_pgrip_ass,jup_cp06_ar_falpha,jup_cp06_ar_falpha_pgrip_ass,0
jup_cp06_pgrip_tac,jup_cp06_ar_falpha,jup_cp06_ar_falpha_pgrip_tac,0
jup_cp06_stock,jup_cp06_ar_falpha,jup_cp06_ar_falpha_stock,0
jup_cp06_stock_heavy,jup_cp06_ar_falpha,jup_cp06_ar_falpha_stock_heavy,0
jup_cp06_stock_tactical,jup_cp06_ar_falpha,jup_cp06_ar_falpha_stock_tactical,0
jup_cp08_bar,jup_cp08_br_xmike5,jup_cp08_br_xmike5_bar,0
jup_cp08_bar_lgtlong,jup_cp08_br_xmike5,jup_cp08_br_xmike5_bar_lgtlong,0
jup_cp08_bar_lgtshort,jup_cp08_br_xmike5,jup_cp08_br_xmike5_bar_lgtshort,0
jup_cp08_bar_light,jup_cp08_br_xmike5,jup_cp08_br_xmike5_bar_light,0
jup_cp08_bar_long,jup_cp08_br_xmike5,jup_cp08_br_xmike5_bar_long,0
jup_cp08_bar_short,jup_cp08_br_xmike5,jup_cp08_br_xmike5_bar_short,0
jup_cp08_mag_20_277f,jup_cp08_br_xmike5,jup_cp08_br_xmike5_mag_20_277f,0
jup_cp08_mag_30_277f,jup_cp08_br_xmike5,jup_cp08_br_xmike5_mag_30_277f,0
jup_cp08_mag_45_277f,jup_cp08_br_xmike5,jup_cp08_br_xmike5_mag_45_277f,0
jup_cp08_pgrip,jup_cp08_br_xmike5,jup_cp08_br_xmike5_pgrip,0
jup_cp08_pgrip_aim,jup_cp08_br_xmike5,jup_cp08_br_xmike5_pgrip_aim,0
jup_cp08_pgrip_ass,jup_cp08_br_xmike5,jup_cp08_br_xmike5_pgrip_ass,0
jup_cp08_pgrip_tac,jup_cp08_br_xmike5,jup_cp08_br_xmike5_pgrip_tac,0
jup_cp08_stock,jup_cp08_br_xmike5,jup_cp08_br_xmike5_stock,0
jup_cp08_stock_folding,jup_cp08_br_xmike5,jup_cp08_br_xmike5_stock_folding,0
jup_cp08_stock_heavy,jup_cp08_br_xmike5,jup_cp08_br_xmike5_stock_heavy,0
jup_cp08_stock_hvyprecision,jup_cp08_br_xmike5,jup_cp08_br_xmike5_stock_hvyprecision,0
jup_cp08_stock_lgtprecision,jup_cp08_br_xmike5,jup_cp08_br_xmike5_stock_lgtprecision,0
jup_cp08_stock_light,jup_cp08_br_xmike5,jup_cp08_br_xmike5_stock_light,0
jup_cp08_stockno,jup_cp08_br_xmike5,jup_cp08_br_xmike5_stockno,0
jup_cp15_bar_heavy,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_bar_heavy,0
jup_cp15_bar_light,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_bar_light,0
jup_cp15_bar_long,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_bar_long,0
jup_cp15_bar_short,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_bar_short,0
jup_cp15_bar_sm,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_bar_sm,0
jup_cp15_belt,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_belt,0
jup_cp15_belt_large,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_belt_large,0
jup_cp15_mag_small,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_mag_small,0
jup_cp15_pgrip,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_pgrip,0
jup_cp15_pgrip_ass,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_pgrip_ass,0
jup_cp15_pgrip_tac,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_pgrip_tac,0
jup_cp15_stock,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_stock,0
jup_cp15_stock_heavy,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_stock_heavy,0
jup_cp15_stock_lgttactical,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_stock_lgttactical,0
jup_cp15_stock_light,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_stock_light,0
jup_cp15_stock_tactical,jup_cp15_lm_mkilo3,jup_cp15_lm_mkilo3_stock_tactical,0
jup_cp24_bar,jup_cp24_pi_glima21,jup_cp24_pi_glima21_bar,0
jup_cp24_bar_hvylong,jup_cp24_pi_glima21,jup_cp24_pi_glima21_bar_hvylong,0
jup_cp24_bar_light,jup_cp24_pi_glima21,jup_cp24_pi_glima21_bar_light,0
jup_cp24_drum_40_45acp,jup_cp24_pi_glima21,jup_cp24_pi_glima21_drum_40_45acp,0
jup_cp24_mag_13_45acp,jup_cp24_pi_glima21,jup_cp24_pi_glima21_mag_13_45acp,0
jup_cp24_mag_18_45acp,jup_cp24_pi_glima21,jup_cp24_pi_glima21_mag_18_45acp,0
jup_cp24_mag_30_45acp,jup_cp24_pi_glima21,jup_cp24_pi_glima21_mag_30_45acp,0
jup_cp24_pgrip,jup_cp24_pi_glima21,jup_cp24_pi_glima21_pgrip,0
jup_cp24_pgrip_aim,jup_cp24_pi_glima21,jup_cp24_pi_glima21_pgrip_aim,0
jup_cp24_pgrip_ass,jup_cp24_pi_glima21,jup_cp24_pi_glima21_pgrip_ass,0
jup_cp24_pgrip_tac,jup_cp24_pi_glima21,jup_cp24_pi_glima21_pgrip_tac,0
jup_cp24_stock_tactical,jup_cp24_pi_glima21,jup_cp24_pi_glima21_stock_tactical,0
jup_cp24_stockno,jup_cp24_pi_glima21,jup_cp24_pi_glima21_stockno,0
jup_cp24_trigger,jup_cp24_pi_glima21,jup_cp24_pi_glima21_trigger,0
jup_cp24_trigger_hair,jup_cp24_pi_glima21,jup_cp24_pi_glima21_trigger_hair,0
jup_cp24_trigger_heavy,jup_cp24_pi_glima21,jup_cp24_pi_glima21_trigger_heavy,0
jup_cp24_trigger_light,jup_cp24_pi_glima21,jup_cp24_pi_glima21_trigger_light,0
jup_cp24_trigger_tac,jup_cp24_pi_glima21,jup_cp24_pi_glima21_trigger_tac,0
jup_halpha_amp,jup_cp05_lm_halpha,jup_cp05_lm_halpha_bar_bipod,0
jup_jp01_ar_golf36_bar_amp,jup_jp01_dm_slima8,jup_jp01_dm_slima8_bar_amp,0
jup_jp01_bar,jup_jp01_ar_golf36,jup_jp01_ar_golf36_bar,0
jup_jp01_bar_fusion,jup_jp01_ar_golf36,jup_jp01_ar_golf36_bar_fusion,0
jup_jp01_bar_fusion,jup_jp01_dm_slima8,jup_jp01_dm_slima8_bar_fusion,0
jup_jp01_bar_fusion,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_bar_fusion,0
jup_jp01_bar_heavy,jup_jp01_dm_slima8,jup_jp01_dm_slima8_bar_heavy,0
jup_jp01_bar_heavy,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_bar_heavy,0
jup_jp01_bar_heavy_bipod,jup_jp01_dm_slima8,jup_bipod_mgolf,0
jup_jp01_bar_heavy_bipod,jup_jp01_dm_slima8,jup_jp01_dm_slima8_bar_heavy_bipod,1
jup_jp01_bar_heavy_bipod,jup_jp01_lm_mgolf36,jup_bipod_mgolf,0
jup_jp01_bar_heavy_bipod,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_bar_heavy_bipod,1
jup_jp01_bar_heavy_long,jup_jp01_dm_slima8,jup_jp01_dm_slima8_bar_heavy_long,0
jup_jp01_bar_heavy_long,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_bar_heavy_long,0
jup_jp01_bar_light,jup_jp01_ar_golf36,jup_jp01_ar_golf36_bar_light,0
jup_jp01_bar_short,jup_jp01_ar_golf36,jup_jp01_ar_golf36_bar_short,0
jup_jp01_bar_short_heavy,jup_jp01_ar_golf36,jup_jp01_ar_golf36_bar_short_heavy,0
jup_jp01_bar_short_heavy,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_bar_short_heavy,0
jup_jp01_bar_short_marksman,jup_jp01_dm_slima8,jup_jp01_dm_slima8_bar_short_marksman,0
jup_jp01_comb_ammo,jup_jp01_dm_slima8,jup_jp01_dm_slima8_comb_ammo,0
jup_jp01_comb_default,jup_jp01_dm_slima8,jup_jp01_dm_slima8_comb_default,0
jup_jp01_comb_ergo,jup_jp01_dm_slima8,jup_jp01_dm_slima8_comb_ergo,0
jup_jp01_comb_pouch,jup_jp01_dm_slima8,jup_jp01_dm_slima8_comb_pouch,0
jup_jp01_comb_tactical,jup_jp01_dm_slima8,jup_jp01_dm_slima8_comb_tactical,0
jup_jp01_drum_100_556n,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_drum_100_556n,0
jup_jp01_drum_50_556n,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_drum_50_556n,0
jup_jp01_mag_10_556n,jup_jp01_dm_slima8,jup_jp01_dm_slima8_mag_10_556n,0
jup_jp01_mag_20_556n,jup_jp01_ar_golf36,jup_jp01_ar_golf36_mag_20_556n,0
jup_jp01_mag_20_556n,jup_jp01_dm_slima8,jup_jp01_dm_slima8_mag_20_556n,0
jup_jp01_mag_30_556n,jup_jp01_ar_golf36,jup_jp01_ar_golf36_mag_30_556n,0
jup_jp01_mag_30_556n,jup_jp01_dm_slima8,jup_jp01_dm_slima8_mag_30_556n,0
jup_jp01_mag_40_556n,jup_jp01_ar_golf36,jup_jp01_ar_golf36_mag_40_556n,0
jup_jp01_mag_40_556n,jup_jp01_dm_slima8,jup_jp01_dm_slima8_mag_40_556n,0
jup_jp01_mag_40_556n,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_mag_40_556n,0
jup_jp01_pgrip,jup_jp01_ar_golf36,jup_jp01_ar_golf36_pgrip,0
jup_jp01_pgrip,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_pgrip,0
jup_jp01_pgrip_aim,jup_jp01_ar_golf36,jup_jp01_ar_golf36_pgrip_aim,0
jup_jp01_pgrip_aim,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_pgrip_aim,0
jup_jp01_pgrip_ske,jup_jp01_ar_golf36,jup_jp01_ar_golf36_pgrip_ske,0
jup_jp01_pgrip_ske,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_pgrip_ske,0
jup_jp01_pgrip_snp,jup_jp01_ar_golf36,jup_jp01_ar_golf36_pgrip_snp,0
jup_jp01_pgrip_snp,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_pgrip_snp,0
jup_jp01_pgrip_tac,jup_jp01_ar_golf36,jup_jp01_ar_golf36_pgrip_tac,0
jup_jp01_pgrip_tac,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_pgrip_tac,0
jup_jp01_stock_assault,jup_jp01_ar_golf36,jup_jp01_ar_golf36_stock_assault,0
jup_jp01_stock_assault,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_stock_assault,0
jup_jp01_stock_heavy,jup_jp01_ar_golf36,jup_jp01_ar_golf36_stock_heavy,0
jup_jp01_stock_heavy,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_stock_heavy,0
jup_jp01_stock_marksman_ergo,jup_jp01_dm_slima8,jup_jp01_dm_slima8_stock_marksman_ergo,0
jup_jp01_stock_marksman_padded,jup_jp01_dm_slima8,jup_jp01_dm_slima8_stock_marksman_padded,0
jup_jp01_stock_marksman_reduc,jup_jp01_dm_slima8,jup_jp01_dm_slima8_stock_marksman_reduc,0
jup_jp01_stock_marksman_rubber,jup_jp01_dm_slima8,jup_jp01_dm_slima8_stock_marksman_rubber,0
jup_jp01_stock_skel,jup_jp01_ar_golf36,jup_jp01_ar_golf36_stock_skel,0
jup_jp01_stock_tac,jup_jp01_ar_golf36,jup_jp01_ar_golf36_stock_tac,0
jup_jp01_stock_tac,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_stock_tac,0
jup_jp01_stock_tacheavy,jup_jp01_ar_golf36,jup_jp01_ar_golf36_stock_tacheavy,0
jup_jp01_stock_tacheavy,jup_jp01_lm_mgolf36,jup_jp01_lm_mgolf36_stock_tacheavy,0
jup_jp01_stockno,jup_jp01_ar_golf36,jup_jp01_ar_golf36_stockno,0
jup_jp02_bar,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_bar,0
jup_jp02_bar_heavy,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_bar_heavy,0
jup_jp02_bar_heavy,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_bar_heavy,0
jup_jp02_bar_heavy_long,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_bar_heavy_long,0
jup_jp02_bar_heavy_long,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_bar_heavy_long,0
jup_jp02_bar_heavy_long_dm,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_bar_heavy_long,0
jup_jp02_bar_heavy_short,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_bar_heavy_short,0
jup_jp02_bar_heavy_xlong,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_bar_heavy_xlong,0
jup_jp02_bar_heavy_xlong,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_bar_heavy_xlong,0
jup_jp02_bar_heavy_xlong_dm,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_bar_heavy_xlong,0
jup_jp02_bar_heavy_xshort,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_bar_heavy_xshort,0
jup_jp02_bar_lgtlong,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_bar_lgtlong,0
jup_jp02_bar_lgtshort,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_bar_lgtshort,0
jup_jp02_bar_light,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_bar_light,0
jup_jp02_bar_long,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_bar_long,0
jup_jp02_bar_precision,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_bar_precision,0
jup_jp02_bar_precision,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_bar_precision,0
jup_jp02_barsil,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_barsil,0
jup_jp02_drum_50_556n,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_drum_50_556n,0
jup_jp02_drum_50_9mm,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_drum_50_9mm,0
jup_jp02_mag_10_762n,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_mag_10_762n,0
jup_jp02_mag_10_762n,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_mag_10_762n,0
jup_jp02_mag_20_556n,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_mag_20_556n,0
jup_jp02_mag_20_762n,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_mag_20_762n,0
jup_jp02_mag_20_762n,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_mag_20_762n,0
jup_jp02_mag_30_556n,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_mag_30_556n,0
jup_jp02_mag_30_762n,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_mag_30_762n,0
jup_jp02_mag_30_9mm,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_mag_30_9mm,0
jup_jp02_mag_40_9mm,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_mag_40_9mm,0
jup_jp02_pgrip,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_pgrip,0
jup_jp02_pgrip,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_pgrip,0
jup_jp02_pgrip,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_pgrip,0
jup_jp02_pgrip_aim,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_pgrip_aim,0
jup_jp02_pgrip_aim,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_pgrip_aim,0
jup_jp02_pgrip_aim,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_pgrip_aim,0
jup_jp02_pgrip_ass,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_pgrip_ass,0
jup_jp02_pgrip_ass,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_pgrip_ass,0
jup_jp02_pgrip_ass,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_pgrip_ass,0
jup_jp02_pgrip_ass,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_pgrip_ass,0
jup_jp02_pgrip_grooved,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_pgrip_grooved,0
jup_jp02_pgrip_grooved,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_pgrip_grooved,0
jup_jp02_pgrip_grooved,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_pgrip_grooved,0
jup_jp02_pgrip_gtape,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_pgrip_gtape,0
jup_jp02_pgrip_light,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_pgrip_light,0
jup_jp02_pgrip_rubber,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_pgrip_rubber,0
jup_jp02_pgrip_smg,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_pgrip_smg,0
jup_jp02_stock_assault,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stock_assault,0
jup_jp02_stock_assault,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_stock_assault,0
jup_jp02_stock_assault,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_stock_assault,0
jup_jp02_stock_folding,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stock_folding,0
jup_jp02_stock_folding,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_stock_folding,0
jup_jp02_stock_heavy,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_stock_heavy,0
jup_jp02_stock_heavy,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_stock_heavy,0
jup_jp02_stock_heavyskel,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stock_heavyskel,0
jup_jp02_stock_heavyskel,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_stock_heavyskel,0
jup_jp02_stock_heavyskel,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_stock_heavyskel,0
jup_jp02_stock_light,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stock_light,0
jup_jp02_stock_precision,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_stock_precision,0
jup_jp02_stock_skel,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_stock_skel,0
jup_jp02_stock_skeltac,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stock_skeltac,0
jup_jp02_stock_skeltac,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_stock_skeltac,0
jup_jp02_stock_tac,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_stock_tac,0
jup_jp02_stock_tacheavy,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stock_tacheavy,0
jup_jp02_stock_tacheavy,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_stock_tacheavy,0
jup_jp02_stock_taclight,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stock_taclight,0
jup_jp02_stock_taclight,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_stock_taclight,0
jup_jp02_stock_taclight,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_stock_taclight,0
jup_jp02_stock_weighted,jup_jp02_br_bromeo2,jup_jp02_br_bromeo2_stock_weighted,0
jup_jp02_stock_weighted,jup_jp02_dm_bromeop,jup_jp02_dm_bromeop_stock_weighted,0
jup_jp02_stockno,jup_jp02_ar_bromeo805,jup_jp02_ar_bromeo805_stockno,0
jup_jp02_stockno,jup_jp02_sm_scharlie3,jup_jp02_sm_scharlie3_stockno,0
jup_jp03_bar,jup_jp03_ar_aromeo160,jup_jp03_ar_aromeo160_bar,0
jup_jp03_bar,jup_jp03_sm_pmike,jup_jp03_sm_pmike_bar,0
jup_jp03_bar_heavy,jup_jp03_ar_aromeo160,jup_jp03_ar_aromeo160_bar_heavy,0
jup_jp03_bar_hvylong,jup_jp03_sm_pmike,jup_jp03_sm_pmike_bar_hvylong,0
jup_jp03_bar_hvyshort,jup_jp03_ar_aromeo160,jup_jp03_ar_aromeo160_bar_hvyshort,0
