Mitch Bowler,string,,,,
Angel de Jesus Fernandes,string,,,,
Pedro Flores,string,,,,
Raquel Gutierrez,string,,,,
Darren Horrocks,string,,,,
Christopher Leon,string,,,,
Riccard Linde,string,,,,
Daniel Ortiz,string,,,,
Lucas Thompson,string,,,,
CREDITS/DEPT_AUDIO,dept,,,,
Chris Egert,string,,,,
David Natale,string,,,,
Stuart Provine,string,,,,
Myon Sample,string,,,,
Kerri Shak,string,,,,
Tim Stasica,string,,,,
CREDITS/DEPT_COMMUNITY,dept,,,,
Isaac Guignard,string,,,,
CREDITS/DEPT_DESIGN,dept,,,,
Rukia Brooks,string,,,,
Alfonso "Fonzy" Elenes Jr.,string,,,,
Emmeline Estrampes,string,,,,
Mary Evdjukian,string,,,,
William Faler,string,,,,
Presley Hoyl,string,,,,
Bradley Kern,string,,,,
Bianka Kovacs,string,,,,
Jaden Larose,string,,,,
Gustavo Larrazabal,string,,,,
Justin Lepine,string,,,,
David Ludwig,string,,,,
Patrick Mathieu,string,,,,
Jack Reynolds,string,,,,
Avi Rosenblum,string,,,,
Matthew Steinke,string,,,,
Eric Su,string,,,,
Aaron Ta,string,,,,
CREDITS/DEPT_DEVSUPPORT,dept,,,,
Matthew Byrne,string,,,,
Jake Chemnitz,string,,,,
Abraham Cohen,string,,,,
Richard Estes,string,,,,
Dylan Farber,string,,,,
Erick Groman,string,,,,
Auston Jones,string,,,,
Kevin Kusch,string,,,,
Alex Lizarraga,string,,,,
Jorge Luque,string,,,,
Jeremy Nicholson,string,,,,
Bryan Nogradi,string,,,,
Jakub Ogiela,string,,,,
Dmitry Pavlenko,string,,,,
Jimmy Phan,string,,,,
Justin Schwartz,string,,,,
Bryck Sheffield,string,,,,
Roger Vargas Ramirez,string,,,,
Lewis Waddle,string,,,,
Alex Weldon,string,,,,
CREDITS/DEPT_ENGINEERING,dept,,,,
Christopher Adams,string,,,,
Duncan Adamson,string,,,,
Patrick Ahrens,string,,,,
Abiola Akinnubi,string,,,,
Ray Allaire,string,,,,
Tiago Almeida Carvalho,string,,,,
Paige Blum,string,,,,
Krista Boone,string,,,,
Piotr Brendel,string,,,,
Sarat Buddharaju,string,,,,
Jake Campbell,string,,,,
Ethan Caraway,string,,,,
Anthony Carotenuto,string,,,,
Sebastian Chain,string,,,,
Yu Chen,string,,,,
Jocelyn Chew,string,,,,
Nick Chu,string,,,,
Kim Coterwas,string,,,,
Simon Cournoyer,string,,,,
Ava Derevlany,string,,,,
Jim Dong,string,,,,
Michal Drobot,string,,,,
Agustin Durand,string,,,,
Kaustabh Dutta,string,,,,
Chirashe Dziire,string,,,,
Michael Esposito,string,,,,
Ryan Feltrin,string,,,,
Thornton Fernbacher,string,,,,
Alex Fox,string,,,,
Jon Futch,string,,,,
Brian Gardiner,string,,,,
Felipe Gomez-Frittelli,string,,,,
Jimmy Griffiths,string,,,,
Kamil Grodecki,string,,,,
David Grosman,string,,,,
Prashan Gunasingam,string,,,,
Danylo Ierkaiev,string,,,,
Christopher Janowski,string,,,,
Mehek Jethani,string,,,,
Jonathan Johnson,string,,,,
Hari Khalsa,string,,,,
Minsuk Kim,string,,,,
Nari Kim,string,,,,
Scott Kim,string,,,,
Unni Kirangattumana Vasudevan,string,,,,
Benjamin Kutcher,string,,,,
Molly Lafferty,string,,,,
,string,,,,
Sophia Lee,string,,,,
Kamil Leniart,string,,,,
Yang Li,string,,,,
Jennifer Lim,string,,,,
Calvin Lin,string,,,,
Manu Marin Roman,string,,,,
Sam Markowitz,string,,,,
Luba May,string,,,,
Felix Mayrose,string,,,,
Marcus Meurling,string,,,,
Adam Micciulla,string,,,,
,string,,,,
Emiliano Miranda,string,,,,
Bridget Murphy,string,,,,
Matt Navarifar,string,,,,
Alex Nelson,string,,,,
Daniel Nelson,string,,,,
Eoin O'Flynn,string,,,,
Sergio Ocio Barriales,string,,,,
,string,,,,
Cyprien Orfila,string,,,,
Carlos Padilla,string,,,,
Zach Parr,string,,,,
Konrad Piechota,string,,,,
,string,,,,
Gavin Pugh,string,,,,
Rohit Ravishankar,string,,,,
Rulon Raymond,string,,,,
Jenny Rodriguez,string,,,,
Kent Rose,string,,,,
Martin Ruzicka,string,,,,
Mitch Sanborn,string,,,,
Melody Schaeffer,string,,,,
Marc Raymond Serrano,string,,,,
Corey Shay,string,,,,
Keng Hua Sing,string,,,,
Sudeep Singh,string,,,,
Viktor Stepanov,string,,,,
Kate Stepanova,string,,,,
Matt Stine,string,,,,
Michael Szolowicz,string,,,,
Michal Szymczyk,string,,,,
Stanley Thai,string,,,,
Natalie Tobiason,string,,,,
Sai Upadhyayula,string,,,,
Marlon Valladares,string,,,,
Harshitha Vasantha Rao,string,,,,
John Webb,string,,,,
Peter Wiest,string,,,,
Anthony Williams Jr.,string,,,,
Kenny Wong,string,,,,
Megan Works,string,,,,
Skyler York,string,,,,
Robert Zhou,string,,,,
CREDITS/DEPT_INTERNS,dept,,,,
Zach Meiron,string,,,,
Isaac Pace,string,,,,
CREDITS/DEPT_LIGHTING,dept,,,,
Dave Blizard,string,,,,
Andrew Prince,string,,,,
Velinda Reyes,string,,,,
Longkun Yang,string,,,,
CREDITS/DEPT_MARKETING,dept,,,,
Steve Smith,string,,,,
CREDITS/DEPT_NARRATIVE,dept,,,,
Eric Anderson,string,,,,
CREDITS/DEPT_OPERATIONS_AND_COMMERCE,dept,,,,
Yi Yang,string,,,,
CREDITS/DEPT_PRODUCTION,dept,,,,
Rick Alvarez,string,,,,
Lara Anderholm,string,,,,
Melissa Dieterle,string,,,,
Sep Ebrahimi,string,,,,
Elliott Ehlig,string,,,,
Adam Gold,string,,,,
Christopher Guerrero,string,,,,
James Head,string,,,,
Meghan House,string,,,,
Indya Johnson,string,,,,
William Mackey,string,,,,
Peter McCabe,string,,,,
Garrett McKay,string,,,,
Dustin Miyashiro,string,,,,
Doug Pennant,string,,,,
Christopher Reimschussel,string,,,,
Abby Schultz,string,,,,
Chris Self,string,,,,
Jonathan Soucy,string,,,,
Tiago Zielske,string,,,,
CREDITS/DEPT_QA,dept,,,,
Hunter Adams,string,,,,
Wesley Campbell,string,,,,
Edward Chun,string,,,,
James Curatalo,string,,,,
Sabi Del Rosario,string,,,,
Marcus Diaz-Conti,string,,,,
Marc Evans,string,,,,
Jacob Godoy,string,,,,
Sung Kevin Yoo,string,,,,
Justin Kimball,string,,,,
Dominic Lagle,string,,,,
Ivan Maximilian Perez,string,,,,
Emily Morris,string,,,,
Sophia Perez,string,,,,
Christopher Smith,string,,,,
Nathan Wall,string,,,,
CREDITS/DEPT_TECH_ART,dept,,,,
Michael Boon,string,,,,
Peter Claes,string,,,,
Ben Davies,string,,,,
Danylo Hoshko,string,,,,
Ifedayo Isibor,string,,,,
Kyle Mckisic,string,,,,
Darren Mortillaro,string,,,,
Cason Shepard,string,,,,
Dylan Stilwell,string,,,,
Hiroshi Tsubokawa,string,,,,
Theresa Wolf,string,,,,
Steven Zhang,string,,,,
CREDITS/DEPT_VFX,dept,,,,
Alican Afsar,string,,,,
Charles Chabert,string,,,,
Patrick Hagar,string,,,,
CJ Reay,string,,,,
Salar Saleh,string,,,,
CREDITS/DEPT_STUDIOHEADS,dept,,,,
Mark Grigsby,string,,,,
Jack O'Hara,string,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
image_central_tech_2023,logo,,320.0,80.0,
BLANK,blank,,,,
BLANK,blank,,,,
Priscilla Abdelazim,string,,,,
Rotimi Abiona,string,,,,
Christopher Achenbach,string,,,,
Tunji Adeshina,string,,,,
Roger Almendarez,string,,,,
Dani Amir,string,,,,
Scott Anderson,string,,,,
Evgeny Andreeshchev,string,,,,
Nkiru Anizoba,string,,,,
Sela Asore,string,,,,
Adrian Astley,string,,,,
Amit Bakshi,string,,,,
Robert Balcorta,string,,,,
Edgar Barbosa,string,,,,
Joe Bauman,string,,,,
Erico Bayani,string,,,,
Ivan Beletsky,string,,,,
Gabriela Bernal,string,,,,
Eric Bernard,string,,,,
James Bieron,string,,,,
Charlie Birtwistle,string,,,,
Josh Blommestein,string,,,,
Kyle Boerstler,string,,,,
Wade Brainerd,string,,,,
Felix Bridault,string,,,,
Stephen Broadley,string,,,,
Will Brode,string,,,,
Chris Brown,string,,,,
Alberto Campo,string,,,,
Stephanie Chace,string,,,,
Danny Chan,string,,,,
Rohit Chauhan,string,,,,
Anne Chen,string,,,,
Christopher Chen,string,,,,
Ronald Chen,string,,,,
Arrian Chi,string,,,,
Tsvetelin Choranov,string,,,,
Christopher Codding,string,,,,
David Connell,string,,,,
Chris Cookson,string,,,,
Charles Corbett,string,,,,
Hironymus D'Souza,string,,,,
Yulong Dai,string,,,,
,string,,,,
Ryan de'Caneva,string,,,,
Robert DeArcos,string,,,,
Arman Dehpanah,string,,,,
Jordan Diaz,string,,,,
Matthew Dibble,string,,,,
Aleksei Dobroliubov,string,,,,
Kelsey Donahue,string,,,,
Glenn Dphrepaulezz,string,,,,
Adrien Dubouchet,string,,,,
Paul Edelstein,string,,,,
Sharon Engelenburg,string,,,,
Christer Ericson,string,,,,
Liam Fike,string,,,,
Neil Fishman,string,,,,
Daniel Flores,string,,,,
Denise Flores,string,,,,
Kendell Fossum,string,,,,
Reed Foster,string,,,,
Ray Franklin,string,,,,
Syoyo Fujita,string,,,,
Daire Garvey,string,,,,
Daniel Gerber,string,,,,
Jonas Gillberg,string,,,,
Damianos Gkouzkouris,string,,,,
BJ Golding,string,,,,
Callum Gregg,string,,,,
Nathanael Gura,string,,,,
,string,,,,
Paul Haile,string,,,,
Julie Haining,string,,,,
Lewis Hallam,string,,,,
Norm Harms,string,,,,
Sarah Hashash,string,,,,
Martin Hedlund,string,,,,
Peter Heppenstall,string,,,,
Justin Ryan Hernandez,string,,,,
Taryn Herrly,string,,,,
Akimitsu Hogge,string,,,,
Neil Holmes,string,,,,
Kimi Holsapple,string,,,,
Kingsley Hopking,string,,,,
Sean Houghton,string,,,,
Nancy Hsieh,string,,,,
Aldrich Huang,string,,,,
Jenny Huang,string,,,,
Jordan Humphrey,string,,,,
Andrew S. Hunt,string,,,,
Matt Hurtado,string,,,,
Eric Hwang,string,,,,
Cynthia Ibarra,string,,,,
Lisa Ikeda,string,,,,
Michal Iwanicki,string,,,,
Rusty Jackson,string,,,,
Peiman Jafari,string,,,,
Sarah Jiang,string,,,,
Mate Jurlina,string,,,,
Uma Karra,string,,,,
Kavya Kavanakudy,string,,,,
Bilal Khan,string,,,,
Nia Kiigan,string,,,,
Dan Kiwi (Hawke),string,,,,
Amber Kobold,string,,,,
Michael Kopietz,string,,,,
Joxean Koret,string,,,,
Illya Kostyuk,string,,,,
Anuja Kulkarni,string,,,,
Brad Kusy,string,,,,
Tan La,string,,,,
Maya Lake,string,,,,
Jonathan Lauw,string,,,,
Alex Lee,string,,,,
Jon Lee,string,,,,
Ken Lee,string,,,,
Morgan Legal,string,,,,
Tom Legal,string,,,,
Kelly Levier,string,,,,
Candong Lin,string,,,,
Heidi Lin,string,,,,
Gregory Lindor,string,,,,
Larry Lowe,string,,,,
Brendan Mackrill,string,,,,
Kristofer Magpantay,string,,,,
Layla Mah,string,,,,
Eve Mah Thring,string,,,,
Siddhey Mahadik,string,,,,
Igor Maksymenko,string,,,,
Josiah Manson,string,,,,
Christian Martineau,string,,,,
Tabitha Mastrangelo,string,,,,
Andre McCormick,string,,,,
Tom McDevitt,string,,,,
Daniel Meirovitch,string,,,,
James Mergiel,string,,,,
Kevin Merrill,string,,,,
Kurt Mitchell,string,,,,
Richard Mitton,string,,,,
Lisa Moir,string,,,,
Cian Morar,string,,,,
George Moss,string,,,,
Naqvie Nabiha,string,,,,
Julius Narvilas,string,,,,
Yannick Nguyen,string,,,,
Eduardo Novella Lorente,string,,,,
Derek Nowrouzezahrai,string,,,,
Micah Oates,string,,,,
Alex Ofili,string,,,,
Michal Palka,string,,,,
Jake Pardo,string,,,,
Jiyoon Park,string,,,,
Oliver Parker,string,,,,
Everton Patitucci,string,,,,
Romulo Pedroza,string,,,,
Josiah T. Peralta,string,,,,
Damian Pfeffer,string,,,,
Tanner Plumb,string,,,,
Britt Porrazzo,string,,,,
Vassilis Poulopoulos,string,,,,
Shaun Prince,string,,,,
Shareef Raheem,string,,,,
Alex Raitz,string,,,,
Meemansa Rathod,string,,,,
Sneha Reddy,string,,,,
Nathaniel Resnikoff,string,,,,
Grant Rhodes,string,,,,
Adam Rocha,string,,,,
Amy Rogers,string,,,,
Ryan "Rhino" Rogers,string,,,,
William Rosen,string,,,,
Thomas Roughton,string,,,,
Ava Io Rubin,string,,,,
Abhishek Sama,string,,,,
Ryan Sammartino,string,,,,
Stephanie Sampson,string,,,,
Kai Schmidt,string,,,,
Ruth Schwartz,string,,,,
Stephen Scivally,string,,,,
Nelson Segovia,string,,,,
Pramod Setlur Prakash,string,,,,
Brennan Shacklett,string,,,,
Aryan Sharma,string,,,,
Haleema Sheraz,string,,,,
Matthew Shin,string,,,,
Peter Shirley,string,,,,
Caroline Shouraboura,string,,,,
Andrew Shurney,string,,,,
John Siciliano,string,,,,
Devarshaa Sikharam,string,,,,
Ari Silvennoinen,string,,,,
Alex Simon,string,,,,
Peter-Pike Sloan,string,,,,
Charles Smith,string,,,,
Dimiter Stanev,string,,,,
Tony Stott,string,,,,
Ben Stragnell,string,,,,
Garrett Switzer,string,,,,
Viviane Takeda,string,,,,
Carly Taylor,string,,,,
Jeff Taylor,string,,,,
Pratyush Thakur,string,,,,
Romain Thomas,string,,,,
Haley Tortorich,string,,,,
Pavel Tumik,string,,,,
Phil Underhill,string,,,,
Abel Valero Lozano,string,,,,
Jan van Valburg,string,,,,
Michael Vance,string,,,,
Mathew Varghese,string,,,,
Jennifer Velazquez,string,,,,
Matt Vitalone,string,,,,
Koen Vroeijenstijn,string,,,,
Ke Wan,string,,,,
Zhenxu Wang,string,,,,
Luke Webb,string,,,,
Jason Weber,string,,,,
Kiera Wheatley,string,,,,
David Wingrove,string,,,,
Sophia Worley,string,,,,
Feng Xie,string,,,,
Edmond Xue,string,,,,
Jilin Yang,string,,,,
Gabriel Ybanez,string,,,,
Edwin Yung,string,,,,
Charles Zaporteza,string,,,,
Tanner Zigrang,string,,,,
Klaudiusz Zych,string,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
image_demonware_2024,logo,,320.0,80.0,
BLANK,blank,,,,
BLANK,blank,,,,
Jordan Abbatiello,string,,,,
Elijah Abram,string,,,,
Michael Adebusuyi,string,,,,
George Adyrhaiev,string,,,,
Ria Agarwal,string,,,,
Caitlin Ah Sing,string,,,,
Sameer Ahmed,string,,,,
Alaa Al-Ramly,string,,,,
Daniella Almeida,string,,,,
Cameron Altenhof-Long,string,,,,
Ryad Ammar,string,,,,
Andreas Anglin,string,,,,
Saad Arif Qadeer,string,,,,
Bassel Ashi,string,,,,
Segal Au,string,,,,
Vladimir Avram,string,,,,
Graeme Baker,string,,,,
Noah Baker,string,,,,
David Ballano-Fernandez,string,,,,
Gaurav Baney,string,,,,
Pooja Bansal,string,,,,
Rob Baron,string,,,,
Patrick Barrington,string,,,,
Graeme Bates,string,,,,
Alberto Bautista,string,,,,
Siva Bella,string,,,,
Sai Bharadwaj Pappu,string,,,,
Kavish Bhathija,string,,,,
Sushil Bhojwani,string,,,,
Rishav Bhowmick,string,,,,
,string,,,,
Jordan Black,string,,,,
Alex Blackwell,string,,,,
Cormac Blackwell,string,,,,
Katarzyna (Kat) Boddy,string,,,,
Aaron Bond,string,,,,
Andrea Boonyarungsrit,string,,,,
Xander Botha,string,,,,
Alex Boyd,string,,,,
Suzanne Boylan,string,,,,
Alexis Braga Sotto Maior,string,,,,
Morgan Brickley,string,,,,
Dmitri Burakov,string,,,,
Luke Burden,string,,,,
Kyle Burnette,string,,,,
Gemma Butterly,string,,,,
Will Cagney Murphy,string,,,,
Grant Cahill,string,,,,
Vinicius Caixeta dos Santos,string,,,,
Josh Campbell,string,,,,
Andre Campos,string,,,,
Daniel Casari,string,,,,
Luca Castoro,string,,,,
Gabriele Cerami,string,,,,
Pratik Chakravorty,string,,,,
Henry Chan,string,,,,
Karan Chaudhary,string,,,,
Jackie Chen,string,,,,
Liang Chen,string,,,,
Alvin Cheung,string,,,,
Richard Chien,string,,,,
Luca Chiossi,string,,,,
Olivia Chung,string,,,,
Leo Ciappi,string,,,,
Amy Collins,string,,,,
,string,,,,
Conor Conroy,string,,,,
Sean Cortes,string,,,,
Etienne Cournoyer,string,,,,
Colin Cyr,string,,,,
Tim Czerniak,string,,,,
Darius Darida,string,,,,
Kris Davidsohn,string,,,,
James Davidson,string,,,,
Mauro de Carvalho,string,,,,
Bruno de Lima Marques,string,,,,
Emily DeLisle,string,,,,
Thayer Dennison,string,,,,
Hamad Deshmukh,string,,,,
Avery Devlin,string,,,,
Esteban Diaz,string,,,,
Julian Ding,string,,,,
Juan Domenech Fernandez,string,,,,
Dylan Dowling,string,,,,
Malcolm Dowse,string,,,,
,string,,,,
Tom Dryer,string,,,,
Mitch Duffield,string,,,,
Steven Eareast,string,,,,
Mike Edwards,string,,,,
Stanislava Egorova,string,,,,
Neil Eldridge,string,,,,
Edwin Elisia,string,,,,
Robin Ellsworth,string,,,,
Farzin Faghihi,string,,,,
Amir Fatemi,string,,,,
Kevin Fei,string,,,,
Julie Ferguson,string,,,,
Brendan Fields,string,,,,
Sergei Fomin,string,,,,
Steven Foster,string,,,,
Vito Francisco Chiarella,string,,,,
Steve Fraser,string,,,,
Vamsi Gajjela,string,,,,
Michael Gale,string,,,,
Rob Gallagher,string,,,,
Samson Gama,string,,,,
Vidhi Gandhi,string,,,,
,string,,,,
Michael Geary,string,,,,
Taylor Geery,string,,,,
Ayush Ghai,string,,,,
Maarten Goldstein,string,,,,
Daria Golubova,string,,,,
David Grant,string,,,,
,string,,,,
,string,,,,
Manek Gujral,string,,,,
Artur Gukasian,string,,,,
Alex Guo,string,,,,
Varun Gupta,string,,,,
Chaudhary Guroosh Singh,string,,,,
Alan Hall,string,,,,
James Hall,string,,,,
Marcus Hall,string,,,,
Padraic Hallinan,string,,,,
Jack Halpin,string,,,,
John Hamill,string,,,,
Zhi Han Lim,string,,,,
Dermot Hanley,string,,,,
Luke Hansen,string,,,,
Bowen He,string,,,,
Cheryl Hepas,string,,,,
Rory Higgins,string,,,,
Paul Hoefgen,string,,,,
Thomas Holland,string,,,,
Luke Hollinda,string,,,,
Alina Hrabar,string,,,,
Mykola Hrebenyuk,string,,,,
,string,,,,
Abe Hwang,string,,,,
Adam Hynek,string,,,,
Albert Hynek,string,,,,
Omar Ishkintana,string,,,,
Ashrey Jairath,string,,,,
Ebby Jeyapaul,string,,,,
,string,,,,
Fan Jia,string,,,,
,string,,,,
Laura Jin,string,,,,
Jean-Philippe Jodoin,string,,,,
Nick Johnson,string,,,,
Jagadish Kagitala,string,,,,
Animesh Kanabar,string,,,,
Bharat Kanwar,string,,,,
Ushma Kapure,string,,,,
Samir Karki,string,,,,
Armaan Katyal,string,,,,
Romin Kayani,string,,,,
Valery Kayukov,string,,,,
Keeyan Kazemi,string,,,,
Qinyang Ke,string,,,,
Anisur Khan,string,,,,
Ryan Kim,string,,,,
Chris Kimberley,string,,,,
Karolina Kluska,string,,,,
Chris Knee,string,,,,
Casey Knutson,string,,,,
Vijendar Komalla,string,,,,
Yurii Konovaliuk,string,,,,
Vincent Koo,string,,,,
Dustin Koupal,string,,,,
Vlad Kovacik,string,,,,
Ivan Kovalkovskyi,string,,,,
Yevhen Kovtun,string,,,,
Mithun Krishnan Umesan,string,,,,
Harsha Krishne Gowda,string,,,,
Omkar Kulkarni,string,,,,
Allan Kumka,string,,,,
Maksym Kuts,string,,,,
Jesse Labate,string,,,,
Krish Lal,string,,,,
Aidan Lambe,string,,,,
David Landau,string,,,,
Klaudia Landicho,string,,,,
Ian Laue,string,,,,
Alan Lavery,string,,,,
Jasmine Lea,string,,,,
Imre Leen,string,,,,
Jason Lei,string,,,,
Karina Lei,string,,,,
Cristina Lester,string,,,,
Anthony Leung,string,,,,
Winston Leung,string,,,,
Kai Li,string,,,,
Zeyu (Zoey) Liao,string,,,,
,string,,,,
Derek Lindahl,string,,,,
Sampson Liu,string,,,,
Steve Loken,string,,,,
Zach Lorimer,string,,,,
,string,,,,
Francis Lu,string,,,,
Yunjia Lu,string,,,,
Pat Lynam,string,,,,
,string,,,,
Thiruvarasan M,string,,,,
Rohith Madamshetty,string,,,,
Robin Mahony,string,,,,
Sergii Marchenko,string,,,,
Damien Marshall,string,,,,
Asako Matsuoka,string,,,,
Catherine McCarthy,string,,,,
Emma McCarthy,string,,,,
,string,,,,
Martin McGovern,string,,,,
Chris McKnight,string,,,,
Pat McKnight,string,,,,
Emily Mecke,string,,,,
Adit Mehta,string,,,,
Tal Melamed,string,,,,
Arthur Mencke,string,,,,
Matt Mercer,string,,,,
Carlo Messere,string,,,,
Deives Michellis,string,,,,
Alex Miller,string,,,,
George Miller,string,,,,
Andrew Mitchell,string,,,,
Pranay Mithaigari,string,,,,
Robin Mizreh,string,,,,
Yawar Mohammad Khan,string,,,,
,string,,,,
Omkar Mule,string,,,,
Jen Muller,string,,,,
David Munton,string,,,,
Ruth Murphy,string,,,,
Sivateja Nalluri,string,,,,
Gurpreet Nanda,string,,,,
Dave Neary,string,,,,
Darrin Nguyen,string,,,,
Trung Nguyen,string,,,,
Chenyang Nie,string,,,,
Vadzim Novikau,string,,,,
John O'Donnell,string,,,,
Cathal O'Halloran,string,,,,
Stephen O'Neill,string,,,,
Kevin O'Sullivan,string,,,,
Shaunee OBrien,string,,,,
Jacob Odulio,string,,,,
Hyeree Oh,string,,,,
Rich Oh,string,,,,
Niina Okunishi,string,,,,
Ayokunle Onamusi,string,,,,
Curtis Onuczko,string,,,,
Gilberto Ortiz,string,,,,
Jithin P,string,,,,
Andrei Pampukha,string,,,,
Gabor Pardi-Kis,string,,,,
Tirth Patel,string,,,,
Karpana Patro,string,,,,
Julilla Paul,string,,,,
Mykola Pelekh,string,,,,
Adam Penner,string,,,,
Dan Pereira,string,,,,
Andy Phillips,string,,,,
Byron Pile,string,,,,
Ethan Pini,string,,,,
Clark Polo,string,,,,
Ery Polovina,string,,,,
Glen Powley,string,,,,
Nila Prasad,string,,,,
Dara Price,string,,,,
,string,,,,
Gary Quan,string,,,,
Attheera Rachkeeree,string,,,,
Pariya Raoufi,string,,,,
,string,,,,
Tom Remoleur,string,,,,
Chloe Ren,string,,,,
Maksym Reva,string,,,,
Gabe Reyes,string,,,,
Eric Ripa,string,,,,
Stephen Roantree,string,,,,
Julian Rocha,string,,,,
Seamus Rooney,string,,,,
Roman Rose,string,,,,
Andrew Rowe,string,,,,
David Rux,string,,,,
David Ryan,string,,,,
Jaskaren Saini,string,,,,
Luca Salfi,string,,,,
Vinita Samnani,string,,,,
Art Santos,string,,,,
Kameshwara Sekar,string,,,,
Sanjith Senthil,string,,,,
Kushal Shah,string,,,,
Sanyami Shah,string,,,,
,string,,,,
Hessamoddin Sharifpour,string,,,,
Aaron Sharkey,string,,,,
Matthew Shaw,string,,,,
Pavel Shchurov,string,,,,
Jordan Siaw,string,,,,
Jeff Siegel,string,,,,
Frances Sin,string,,,,
Hugo Slabbert,string,,,,
Marek Slabicki,string,,,,
Cormac Smartt,string,,,,
Greg Smith,string,,,,
Adham Sorour,string,,,,
Flavie Soudant,string,,,,
Roland-Ovidiu Stefani,string,,,,
,string,,,,
Matthew Taggart,string,,,,
Christopher Tan,string,,,,
Ryan Tan,string,,,,
Steve Thiakos,string,,,,
Keenan Tims,string,,,,
Ben Tischler,string,,,,
Vlad Titov,string,,,,
Michael Tom-Wing,string,,,,
Mark Tong,string,,,,
Carlos Torres,string,,,,
Camy Tran,string,,,,
Stella Tran,string,,,,
Mike Trienis,string,,,,
Tim Tschirner,string,,,,
Oleksandr Tymchyshyn,string,,,,
Ravi Vadlamudi,string,,,,
Ali Vakilzade,string,,,,
Rishi Vijay,string,,,,
Vikrant Vikrant,string,,,,
Max Vizard,string,,,,
Francis Wan,string,,,,
Angela Wang,string,,,,
,string,,,,
Jun Wang,string,,,,
Yuke Wang,string,,,,
Jason Wei,string,,,,
Mengdi Wei,string,,,,
William Wei,string,,,,
Yaoxuan Wei,string,,,,
Jacob Wessa,string,,,,
Mike Whitty,string,,,,
Patrik Wihlke,string,,,,
Josh Williams,string,,,,
Cara Wills,string,,,,
Nic Wolf,string,,,,
,string,,,,
Ruiyuan Xia,string,,,,
Jeffery Xiao,string,,,,
Iris Xu,string,,,,
Jake Xu,string,,,,
,string,,,,
,string,,,,
Steven Yang,string,,,,
Woody Yang,string,,,,
,string,,,,
Otto Yiu,string,,,,
,string,,,,
,string,,,,
,string,,,,
Andrew Yuen,string,,,,
Reza Zarebidaky,string,,,,
Allen Zhang,string,,,,
Chuan Zhang,string,,,,
Minchang Zhang,string,,,,
,string,,,,
Yi Zhang,string,,,,
,string,,,,
Xinqi Zhu,string,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
BLANKLONG,blank,,,,
image_atvi_2023,logo,,320.0,80.0,
BLANK,blank,,,,
BLANK,blank,,,,
Blizzard Entertainment,dept,,,,
Faustine Chow,string,,,,
Owen Hughes,string,,,,
Laura Kitterman,string,,,,
Sayuri Koga,string,,,,
Benjamin Lee,string,,,,
Joyce Lo,string,,,,
Trevor Marsano,string,,,,
Cristabelle Ormiston,string,,,,
Steven Price,string,,,,
Shawn Sabeti,string,,,,
Andy Tuck,string,,,,
Bill Vaughan,string,,,,
Laurent Verret,string,,,,
Business Development,dept,,,,
Sophie Ling,string,,,,
Justin Park,string,,,,
Cher Smit,string,,,,
Call of Duty Endowment,dept,,,,
Azia Calderhead,string,,,,
David Camacho,string,,,,
Helene Imperiale,string,,,,
Michael Maggitti,string,,,,
Parker Neiman,string,,,,
Call of Duty Product Management,dept,,,,
Aman Ahmed,string,,,,
David Alcaide,string,,,,
Hassan Bashir,string,,,,
Michelle Bresaw,string,,,,
Shannon Brown,string,,,,
,string,,,,
Chloe Chang,string,,,,
Keith Cox,string,,,,
Natasha Daspin,string,,,,
Kinjal Dave,string,,,,
Diego Diaz,string,,,,
Stephie Dobe,string,,,,
Cameron Dow,string,,,,
Douglas Eduardo Branco,string,,,,
Lee Godfrey,string,,,,
Jonathan Gomez,string,,,,
Sohaib Imtiaz,string,,,,
Siri Jansson,string,,,,
Chong Kim,string,,,,
Ali Mane,string,,,,
Scot McCarron,string,,,,
Joy Minnoy,string,,,,
Lindsay Pai,string,,,,
Rodrigo Perez,string,,,,
Nick Pournaras,string,,,,
Olivia Reyes,string,,,,
Zach Schlesinger,string,,,,
Mitch Sitzer,string,,,,
Andrew Staples,string,,,,
Sathvik Sudireddy,string,,,,
Alice Sun,string,,,,
Marisa Thias,string,,,,
Jason Thomas,string,,,,
Kelsey Wheeler,string,,,,
Erica Xerri,string,,,,
Jason Zhang,string,,,,
Emily Zhukovsky,string,,,,
Stephanie Zou,string,,,,
Central Art, Design & Animation, Visual Services and Talent Services,dept,,,,
Ludo Antocielli,string,,,,
Brent Arnst,string,,,,
Marie Bagnell,string,,,,
Alex Bereznyak,string,,,,
Josh Bridge,string,,,,
Evan Button,string,,,,
Euri Chu,string,,,,
Mehdi Farrokhtala,string,,,,
Jason Greenberg,string,,,,
Sana Hadavi,string,,,,
Nick Huang,string,,,,
Michael Jantz,string,,,,
Angel Lam,string,,,,
Jason Leigh,string,,,,
Sherry Li,string,,,,
Erik Link,string,,,,
Andre Lopez,string,,,,
Kayla Matta,string,,,,
Jorge Mayo,string,,,,
Timothy McGrath,string,,,,
Benjamin Miller,string,,,,
